ID	Session ID	Datum	Teilnehmer	Antwort	Standardisiert	Kategorie	Antwort_Teilnehmer	Kategorie_Teilnehmer	Gueltigkeit spez	Gueltigkeit unspez	Flexibilitaet	Originalitaet	Gewoehnlich		Subjektiv_Sascha	Subjektiv_Johannes	Subjektiv_Christian	Subjektiv_Vera	Subjektiv_Julia	Subjektiv_Alina	Subjektiv_Anja	Subjektiv_Andrea	Subjektiv_Roman	Subjektiv_Thiess	Subjektiv_Steffen	Subjektiv_Durchschnitt
S00T01		0	S00T01	Regentonne	Regentonne	Behaelter, Wasser	1	1	1		1	1			1	1	1	0	1	1	0	0	0	0	0	0.2
S00T01		0	S00T01	Tasse	Trinkgefaess	Essen und Trinken	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T01		0	S00T01	Stuetze	Stuetze	Konstruktion	1	1	1		1	2			0	0	0	0	1	0	0	0	0	0	0	0
S00T01		0	S00T01	Topf 	Kochtopf	Kuechengeraet	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T01		0	S00T01	Dosenwerfen	Dosenwerfen	Neugestaltung, Spiel	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T01		0	S00T01	Knautschzone	Knautschzone	Schutz	1	1	1		1	2			1	0	1	2	1	0	0	0	0	0	0	0
S00T01		0	S00T01	Blitzableiter	Faraday-Kaefig	Wissenschaft	1	1	1		1	1			2	2	1	2	2	2	1	1	0	2	0	1
S00T02		0	S00T02	Aufbewahrungsbehaelter	Aufbewahrungsbehaelter	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T02		0	S00T02	Kochtopf	Kochtopf	Kuechengeraet	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T02		0	S00T02	Fussball	Ball	Neugestaltung, Spiel	1	1	1		1	0			0	0	0	0	0	1	0	0	0	0	1	0.4
S00T02		0	S00T02	Blumentopf	Blumentopf	Zuechtung	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S00T03		0	S00T03	Behaelter (fuer Stifte)	Stiftebehaelter	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T03		0	S00T03	Wasserbehaelter	Wasserbehaelter	Behaelter, Wasser	1	1	1		1	1			0	0	0	0	0	0	0	0	0	0	0	0
S00T03		0	S00T03	Glas	Trinkgefaess	Essen und Trinken	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T03		0	S00T03	Sprechanlage	Telefon	Kommunikation	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T03		0	S00T03	Baumaterial	Baumaterial	Konstruktion	1	2	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T03		0	S00T03	Wand	Wand	Konstruktion	1	2	1		0	1			0	0	0	1	1	0	0	0	0	0	0	0
S00T03		0	S00T03	Hochzeitsrassel fuers Auto	Hochzeitsrassel fuers Auto	Laerm	1	1	1		1	0			0	0	0	1	1	1	0	0	0	0	0	0.2
S00T03		0	S00T03	Messgeraet fuer Regen	Niederschlagsmesser	Messen	1	1	1		1	1			2	2	1	1	1	2	0	0	0	1	1	0.8
S00T03		0	S00T03	Hocker	Stuhl	Moebel	1	1	1		1	0			0	0	1	0	1	1	0	1	0	0	1	0.6
S00T03		0	S00T03	Dosenwerfen	Dosenwerfen	Neugestaltung, Spiel	1	3	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T03		0	S00T03	Fussball	Ball	Neugestaltung, Spiel	1	3	1		0	0			0	0	0	0	0	1	0	0	0	0	1	0.4
S00T03		0	S00T03	Stelzen	Stelzen	Neugestaltung, Spiel	1	3	1		0	0			0	0	1	1	2	2	0	1	0	1	0	0.8
S00T03		0	S00T03	Hundehuette	Tierhaus	Tiere	1	1	1		1	1			1	1	1	0	1	0	0	0	0	0	0	0
S00T04		0	S00T04	Gierlande	Girlande	-	0	1	0		1				-	-	0	-	1	0	0	0	0	0	1	0.2
S00T04		0	S00T04	Wasserkanister	Wasserbehaelter	Behaelter, Wasser	1	1	1		1	1			0	0	0	0	0	0	0	0	0	0	0	0
S00T04		0	S00T04	Wanddekoration	Dekoration, unspezifisch	Dekoration	1	1	1		1	0			-	-	0	-	1	0	0	0	0	0	0	0
S00T04		0	S00T04	Kerzenbehaelter	Kerzenbehaelter	Haushaltsgegenstand (nicht Moebel)	1	1	1		1	0			1	1	0	1	0	0	0	0	0	0	0	0
S00T04		0	S00T04	Gartenzaun	Zaun	Konstruktion	1	1	1		1	1			0	0	1	0	1	0	0	0	0	0	0	0
S00T04		0	S00T04	Als Pfosten verwenden	Torpfosten	Neugestaltung, Spiel	1	2	1		1	1			1	1	1	1	1	1	0	0	1	0	0	0.4
S00T04		0	S00T04	Hochzeitsrassel fuers Auto	Hochzeitsrassel fuers Auto	Laerm	1	1	1		1	0			0	0	0	1	1	1	0	0	0	0	0	0.2
S00T04		0	S00T04	Musiktrommel	Trommel	Musik	1	1	1		1	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T04		0	S00T04	Fussball	Ball	Neugestaltung, Spiel	1	2	1		0	0			0	0	0	0	0	1	0	0	0	0	1	0.4
S00T04		0	S00T04	Spielzeug (z.B. Burg)	Spielzeugburg	Spielzeug (Kinder)	1	1	1		1	1			0	0	1	1	1	0	0	0	0	0	0	0
S00T04		0	S00T04	Stromleiter	Stromleiter	Wissenschaft	1	1	1		1	1			0	1	0	1	1	0	0	0	0	0	0	0
S00T04		0	S00T04	Blumentopf	Blumentopf	Zuechtung	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S00T05		0	S00T05	Aufbewahrungsdose	Aufbewahrungsbehaelter	Behaelter	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T05		0	S00T05	Stiftehalter	Stiftebehaelter	Behaelter	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T05		0	S00T05	Kerzenhalter	Kerzenbehaelter	Haushaltsgegenstand (nicht Moebel)	1	4	1		1	0			1	1	0	1	0	0	0	0	0	0	0	0
S00T05		0	S00T05	Tischmuelleimer	Muelleimer	Haushaltsgegenstand (nicht Moebel)	1	4	1		0	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T05		0	S00T05	Schirmstaender	Schirmstaender	Haushaltsgegenstand (nicht Moebel)	1	4	1		0	2			0	0	1	1	2	2	0	1	0	0	0	0.6
S00T05		0	S00T05	Vase	Vase	Haushaltsgegenstand (nicht Moebel)	1	4	1		0	0			0	1	1	1	1	0	0	0	0	0	0	0
S00T05		0	S00T05	zum Krach machen	Krachmacher	Laerm	1	1	1		1	1			0	0	0	0	0	0	0	0	0	0	0	0
S00T05		0	S00T05	Moebelstuecke (z.B. Tisch)	Tisch	Moebel	1	1	1		1	1			0	0	1	0	1	0	0	1	0	0	0	0.2
S00T05		0	S00T05	Schmuck	Schmuck, unspezifisch	Schmuck	1	1	1		1	0			-	-	0	-	1	0	0	0	0	0	0	0
S00T06		0	S00T06	Spardose	Spardose	Bank	1	1	1		1	1			0	0	1	0	0	0	0	0	0	0	0	0
S00T06		0	S00T06	Sammelbehaeltnis	Aufbewahrungsbehaelter	Behaelter	1	3	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T06		0	S00T06	Trinkbehaelter	Trinkgefaess	Essen und Trinken	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T06		0	S00T06	Essensbehaelter	Essensbehaelter	Behaelter	1	3	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T06		0	S00T06	Stiftehalter	Stiftebehaelter	Behaelter	1	3	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T06		0	S00T06	Lampe	Lampe	Haushaltsgegenstand (nicht Moebel)	1	1	1		1	0			1	1	1	1	1	1	0	0	0	0	0	0.2
S00T06		0	S00T06	Tischbeine	Tischbein	Moebel	1	1	1		1	1			0	0	1	0	1	0	0	1	0	0	0	0.2
S00T06		0	S00T06	Blumentopf	Blumentopf	Zuechtung	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S00T07		0	S00T07	Wassereimer	Eimer	Behaelter, Wasser	1	1	1		1	1			0	0	0	0	0	0	0	0	0	0	0	0
S00T07		0	S00T07	Stifteaufbewahrung	Stiftebehaelter	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T07		0	S00T07	CD-Staender	CD-Staender	Moebel	1	1	1		1	2			0	0	1	2	0	-	0	1	0	0	1	0.5
S00T07		0	S00T07	recyclen und Metall anders verwenden	Baumaterial	Konstruktion	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T07		0	S00T07	Kunst	Kunst, unspezifizisch	Kunst	1	1	1		1	0			-	-	0	-	0	0	0	0	0	0	0	0
S00T07		0	S00T07	trommeln (Musik)	Trommel	Musik	1	1	1		1	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T07		0	S00T07	Dosenwerfen	Dosenwerfen	Neugestaltung, Spiel	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T07		0	S00T07	Fussball	Ball	Neugestaltung, Spiel	1	2	1		0	0			0	0	0	0	0	1	0	0	0	0	1	0.4
S00T07		0	S00T07	Fingerhut	Fingerhut	Schutz	1	1	1		1	2			1	0	1	1	1	1	0	0	0	1	0	0.4
S00T07		0	S00T07	Spielsache	Spielzeug, unspezifisch	Spielzeug (Kinder)	1	1	1		1	0			-	-	0	-	0	0	0	0	0	0	0	0
S00T08		0	S00T08	Aufbewahrungsmittel von bspw. Schrauben, etc.	Aufbewahrungsbehaelter	Behaelter	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T08		0	S00T08	Keksdose	Keksdose	Behaelter	1	2	1		0	2			0	0	0	0	0	0	0	0	0	0	0	0
S00T08		0	S00T08	Kaffeetasse	Trinkgefaess	Essen und Trinken	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T08		0	S00T08	Kerzenhalter mit Styropor drinnen	Kerzenbehaelter	Haushaltsgegenstand (nicht Moebel)	1	1	1		1	0			1	1	0	1	0	0	0	0	0	0	0	0
S00T08		0	S00T08	Hut	Hut	Kleidung	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T08		0	S00T08	Als Telefon (mit Schnur an die Wand)	Telefon	Kommunikation	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T08		0	S00T08	als Fahrradklingel (wenn man zusaetzlich ein kleines Haemmerchen hat)	Fahrradklingel	Laerm	1	1	1		1	2			2	2	1	1	1	-	0	1	0	0	0	0.25
S00T08		0	S00T08	zum Messen von Niederschlag	Niederschlagsmesser	Messen	1	1	1		1	1			2	2	1	1	1	2	0	0	0	1	1	0.8
S00T08		0	S00T08	Gitarre, wenn man Saiten drauf spannt	Gitarre	Musik	1	2	1		1	2			0	0	2	2	2	-	1	0	0	0	1	0.25
S00T08		0	S00T08	Trommel	Trommel	Musik	1	2	1		0	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T08		0	S00T08	Stelzen	Stelzen	Neugestaltung, Spiel	1	1	1		1	0			0	0	1	1	2	2	0	1	0	1	0	0.8
S00T08		0	S00T08	zum Zeichnen von Kreisen	Kreise zeichnen	Schablone	1	1	1		1	1			0	1	1	1	1	0	0	0	0	0	0	0
S00T08		0	S00T08	um jem. zu schlagen	Waffe	Waffe	1	1	1		1	0			0	0	0	1	1	0	0	0	0	0	2	0.4
S00T09		0	S00T09	etwas darin sammeln	Aufbewahrungsbehaelter	Behaelter	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T09		0	S00T09	Cremebuechse	Essensbehaelter	Behaelter	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T09		0	S00T09	Espressotasse	Trinkgefaess	Essen und Trinken	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T09		0	S00T09	als Schneckenfalle	Insektenfalle	Falle	1	1	1		1	1			1	1	1	2	1	1	0	1	2	1	0	1
S00T09		0	S00T09	als Untersetzer	Untersetzer	Haushaltsgegenstand (nicht Moebel)	1	1	1		1	1			0	0	0	0	0	0	0	0	0	1	0	0.2
S00T09		0	S00T09	als Hut	Hut	Kleidung	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T09		0	S00T09	zum warm machen mit Campingkocher	Kochtopf	Kuechengeraet	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T09		0	S00T09	Hochzeitsrassel fuers Auto	Hochzeitsrassel fuers Auto	Laerm	1	1	1		1	0			0	0	0	1	1	1	0	0	0	0	0	0.2
S00T09		0	S00T09	kleine Trommel	Trommel	Musik	1	1	1		1	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T09		0	S00T09	ueberrohr	Abdeckung	Abdeckung	1	1	1		1	1			0	0	0	0	1	0	0	0	0	0	0	0
S00T09		0	S00T09	als Vogelscheuche	Vogelscheuche	Schutz	1	1	1		1	1			1	1	2	1	2	1	1	0	0	1	0	0.4
S00T09		0	S00T09	Blumentopf	Blumentopf	Zuechtung	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Aufbewahrungsbox	Aufbewahrungsbehaelter	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T10		0	S00T10	Briefbeschwerer	Briefbeschwerer	Gewichte	1	1	1		1	1			0	0	1	1	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Aschenbecher	Aschenbecher	Haushaltsgegenstand (nicht Moebel)	1	1	1		1	1			0	0	1	0	1	0	0	0	1	0	0	0.2
S00T10		0	S00T10	Nudelholz	Nudelholz	Kuechengeraet	1	1	1		1	1			0	0	1	1	1	1	0	1	0	0	0	0.4
S00T10		0	S00T10	Ergaenzung fuer abgebrochenes Tischbein	Tischbein	Moebel	1	1	1		1	1			0	0	1	0	1	0	0	1	0	0	0	0.2
S00T10		0	S00T10	Trommel	Trommel	Musik	1	1	1		1	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T10		0	S00T10	Pyramide basteln (wenn mehrere Dosen vorhanden sind	Pyramide	Neugestaltung, Spiel	1	2	1		1	1			1	0	1	1	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Stelzen basteln	Stelzen	Neugestaltung, Spiel	1	2	1		0	0			0	0	1	1	2	2	0	1	0	1	0	0.8
S00T11		0	S00T11	Aufbewahrungsbox	Aufbewahrungsbehaelter	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T11		0	S00T11	Regentonne	Regentonne	Behaelter, Wasser	1	1	1		1	1			1	1	1	0	1	1	0	0	0	0	0	0.2
S00T11		0	S00T11	zum Fangen von Insekten	Insektenfalle	Falle	1	1	1		1	1			1	1	1	2	1	1	0	1	2	1	0	1
S00T11		0	S00T11	Telefon	Telefon	Kommunikation	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T11		0	S00T11	Trommel	Trommel	Musik	1	1	1		1	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T11		0	S00T11	zum Zeichnen von Kreisen	Kreise zeichnen	Schablone	1	1	1		1	1			0	1	1	1	1	0	0	0	0	0	0	0
S00T12		0	S00T12	Aufbewahrungsbox	Aufbewahrungsbehaelter	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T12		0	S00T12	Trinkgefaess	Trinkgefaess	Essen und Trinken	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T12		0	S00T12	Tuerstopper	Tuerstopper	Hilfsmittel	1	1	1		1	1			0	0	1	0	1	1	0	0	1	0	0	0.4
S00T12		0	S00T12	Telefon	Telefon	Kommunikation	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T12		0	S00T12	Kochtopf	Kochtopf	Kuechengeraet	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T12		0	S00T12	Fussball	Ball	Neugestaltung, Spiel	1	2	1		1	0			0	0	0	0	0	1	0	0	0	0	1	0.4
S00T12		0	S00T12	Zielscheibe	Zielscheibe	Neugestaltung, Spiel	1	2	1		0	1			0	1	1	2	1	0	0	0	0	0	0	0
S00T12		0	S00T12	Silo fuer z.B. Modellbau	Modellbau	Spielzeug (Kinder)	1	1	1		1	2			1	0	1	1	1	1	0	0	0	0	0	0.2
S00T12		0	S00T12	Wurfgeschoss	Wurfgeschoss	Waffe	1	1	1		1	0			1	0	0	0	0	0	0	0	0	0	0	0
S00T12		0	S00T12	Lot	Lot	Wissenschaft	1	1	1		1	2			1	0	1	1	2	2	0	0	0	0	0	0.4
S00T13		0	S00T13	Aufbewahrungsbox	Aufbewahrungsbehaelter	Behaelter	1	3	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T13		0	S00T13	als Farbeimer	Farbeimer	Behaelter	1	3	1		0	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T13		0	S00T13	Konservendose	Konservendose	Behaelter	1	3	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T13		0	S00T13	Regentonne	Regentonne	Behaelter, Wasser	1	1	1		1	1			1	1	1	0	1	1	0	0	0	0	0	0.2
S00T13		0	S00T13	Sandkastenfoermchen	Form	Schablone	1	1	1		1	1			0	0	0	0	0	0	0	0	0	0	0	0
S00T13		0	S00T13	Telefon	Telefon	Kommunikation	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T13		0	S00T13	einschmelzen	Baumaterial	Konstruktion	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S00T13		0	S00T13	zur Modellierung einer Skulptur	Kunstmaterial	Kunst	1	1	1		1	1			0	0	0	1	0	2	0	0	0	0	0	0.4
S00T13		0	S00T13	kleines Loch reinbohren, mit Sand befuellen --> als Uhr_Zeitmesser 	Sanduhr	Messen	1	1	1		1	2			1	0	2	1	2	1	1	0	0	0	0	0.2
S00T13		0	S00T13	trommeln (Musik)	Trommel	Musik	1	1	1		1	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T13		0	S00T13	in einen Baum haengen als Vogelscheuche	Vogelscheuche	Schutz	1	1	1		1	1			1	1	2	1	2	1	1	0	0	1	0	0.4
S00T14		0	S00T14	Fernglas bauen	Fernglas bauen	-	0	1	0		1				-	-	-	-	-	-	-	-	-	-	-	-
S00T14		0	S00T14	Aufbewahrungsbox	Aufbewahrungsbehaelter	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T14		0	S00T14	Suppenschuessel	Schuessel	Essen und Trinken	1	1	1		1	1			0	0	0	2	0	-	0	0	0	0	0	0
S00T14		0	S00T14	um etwas zu erhoehen	Podest	Konstruktion	1	1	1		1	1			1	0	0	1	1	1	0	0	0	0	0	0.2
S00T14		0	S00T14	zum Wasser schoepfen	Kelle	Kuechengeraet	1	1	1		1	1			0	0	0	1	1	0	0	0	0	0	0	0
S00T14		0	S00T14	zum Lauschen an der Tuer	Geraeuschverstaerker	Kommunikation	1	1	1		1	1			1	0	1	0	2	1	1	0	1	0	0	0.4
S00T14		0	S00T14	Krach machen	Krachmacher	Laerm	1	1	1		1	1			0	0	0	0	0	0	0	0	0	0	0	0
S00T14		0	S00T14	Musikinstrument	Instrument, unspezifisch	Musik	1	1	1		1	0			-	-	0	-	0	0	0	0	0	0	1	0.2
S00T14		0	S00T14	Loecher reinmachen --> Diskokugel bauen	Diskokugel	Neugestaltung	1	1	1		1	2			1	1	1	1	2	1	0	1	0	0	0	0.4
S00T14		0	S00T14	Fussball	Ball	Neugestaltung, Spiel	1	2	1		1	0			0	0	0	0	0	1	0	0	0	0	1	0.4
S00T14		0	S00T14	Stelzen	Stelzen	Neugestaltung, Spiel	1	2	1		0	0			0	0	1	1	2	2	0	1	0	1	0	0.8
S00T14		0	S00T14	Hamsterhaus	Tierhaus	Tiere	1	1	1		1	1			1	1	1	0	1	0	0	0	0	0	0	0
S00T14		0	S00T14	Blumentopf	Blumentopf	Zuechtung	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S00T31		0	S00T31	Aufbewahrungsmittel fuer Werkzeug	Aufbewahrungsbehaelter	Behaelter	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T31		0	S00T31	Aufbewahrung von Lebensmitteln	Essensbehaelter	Behaelter	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T31		0	S00T31	Sammeln fuer Schrottrueckgabe --> Geld	Altmetall	Destruktion	1	1	1		1	1			0	0	0	0	0	0	0	0	0	0	0	0
S00T31		0	S00T31	Eingipsen fuer Hohlkoerper	Kunstmaterial	Kunst	1	1	1		1	1			0	0	0	1	0	2	0	0	0	0	0	0.4
S00T31		0	S00T31	Hochzeitsrassel fuers Auto	Hochzeitsrassel fuers Auto	Laerm	1	1	1		1	0			0	0	0	1	1	1	0	0	0	0	0	0.2
S00T31		0	S00T31	Klangkoerper fuer iPhone-Musik	Geraeuschverstaerker	Kommunikation	1	1	1		1	1			1	0	1	0	2	1	1	0	1	0	0	0.4
S00T31		0	S00T31	Trommel	Trommel	Musik	1	1	1		1	0			0	0	1	0	0	0	0	0	0	0	0	0
S00T31		0	S00T31	Zielscheibe auf Rummel	Zielscheibe	Neugestaltung, Spiel	1	1	1		1	1			0	1	1	2	1	0	0	0	0	0	0	0
S00T31		0	S00T31	Abdeckung fuer Lampenkabel	Abdeckung	Abdeckung	1	1	1		1	1			0	0	0	0	1	0	0	0	0	0	0	0
S01T03		1	S01T03	Deckel	Deckel	Abdeckung	1	1	1		1	1			0	0	0	0	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Spardose	Spardose	Bank	1	1	1		1	1			0	0	1	0	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Aufbewahrungsdose	Aufbewahrungsbehaelter	Behaelter	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Becher	Trinkgefaess	Essen und Trinken	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Stiftebox	Stiftebehaelter	Behaelter	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Messer	Schneidegeraet	Werkzeug	1	1	1		1	1			0	0	1	1	1	1	0	0	1	0	0	0.4
S01T03		1	S01T03	Aschenbecher	Aschenbecher	Haushaltsgegenstand (nicht Moebel)	1	3	1		1	1			0	0	1	0	1	0	0	0	1	0	0	0.2
S01T03		1	S01T03	Muelleimer	Muelleimer	Haushaltsgegenstand (nicht Moebel)	1	3	1		0	0			0	0	1	0	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Seifendose	Seifendose	Haushaltsgegenstand (nicht Moebel)	1	3	1		0	2			0	0	0	0	0	0	0	1	0	0	0	0.2
S01T03		1	S01T03	Turm aus mehreren Dosen	Turm	Konstruktion	1	1	1		1	0			0	0	0	1	1	1	0	0	0	0	0	0.2
S01T03		1	S01T03	Elektrischer Leiter	Stromleiter	Wissenschaft	1	1	1		1	1			0	1	0	1	1	0	0	0	0	0	0	0
S01T06		1	S01T06	Wagenheber	Wagenheber	-	0	3	0		0				-	-	-	-	-	-	-	-	-	-	-	-
S01T06		1	S01T06	Wohnhaus	Wohnhaus	-	0	3	0		0				-	-	0	-	1	-	0	0	0	0	0	0
S01T06		1	S01T06	Verpackung	Verpackung	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T06		1	S01T06	Hut	Hut	Kleidung	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S01T06		1	S01T06	Baumaterial	Baumaterial	Konstruktion	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S01T06		1	S01T06	Fussball	Ball	Neugestaltung, Spiel	1	1	1		1	0			0	0	0	0	0	1	0	0	0	0	1	0.4
S01T06		1	S01T06	Schmuck	Schmuck, unspezifisch	Schmuck	1	1	1		1	0			-	-	0	-	1	0	0	0	0	0	0	0
S01T06		1	S01T06	Kanonenkugel	Kanonenkugel	-	0	3	0		0				-	-	1	-	1	-	0	0	0	1	0	0.25
S01T06		1	S01T06	Munition	Wurfgeschoss	Waffe	1	1	1		1	0			1	0	0	0	0	0	0	0	0	0	0	0
S01T10		1	S01T10	altmodische Kamera mit Langzeitbelichtung	altmodische Kamera mit Langzeitbelichtung	-	0	1	0		1				-	-	2	-	2	2	0	2	0	1	1	1.2
S01T10		1	S01T10	Spardose	Spardose	Bank	1	1	1		1	1			0	0	1	0	0	0	0	0	0	0	0	0
S01T10		1	S01T10	Konservieren von Lebensmitteln	Konservendose	Behaelter	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T10		1	S01T10	Telefon	Telefon	Kommunikation	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S01T10		1	S01T10	zum Bauen von Gebaeuden	Baumaterial	Konstruktion	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S01T10		1	S01T10	als Swimmingpool	Swimmingpool	Neugestaltung	1	1	1		1	1			1	1	1	1	2	2	0	0	0	0	0	0.4
S01T10		1	S01T10	Dosenwerfen	Dosenwerfen	Neugestaltung, Spiel	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T10		1	S01T10	Stelzen	Stelzen	Neugestaltung, Spiel	1	2	1		0	0			0	0	1	1	2	2	0	1	0	1	0	0.8
S01T10		1	S01T10	als Raeder an Fahrzeugen	Rad	Raeder	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S01T10		1	S01T10	als Wurfgeschoss_Waffe	Wurfgeschoss	Waffe	1	1	1		1	0			1	0	0	0	0	0	0	0	0	0	0	0
S01T13		1	S01T13	Behaelter fuer Fischkoeder beim Angeln 	Aufbewahrungsbehaelter	Behaelter	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T13		1	S01T13	Aufbewahrung von Lebensmitteln	Essensbehaelter	Behaelter	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T13		1	S01T13	in der Produktion	Baumaterial	Konstruktion	1	1	1		1	0			0	0	0	1	0	0	0	0	0	0	0	0
S01T13		1	S01T13	Dosenschiessen auf Rummelplatz	Dosenwerfen	Neugestaltung, Spiel	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T13		1	S01T13	Blumentopf	Blumentopf	Zuechtung	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S01T20		1	S01T20	Windschutz fuer Kerzen	Kerzenbehaelter	Haushaltsgegenstand (nicht Moebel)	1	2	1		1	0			1	1	0	1	0	0	0	0	0	0	0	0
S01T20		1	S01T20	Farbbehaelter	Farbeimer	Behaelter	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S01T20		1	S01T20	Spiegel durch Aufschneiden	Spiegel	Haushaltsgegenstand (nicht Moebel)	1	2	1		0	1			0	0	1	1	1	1	0	0	0	0	0	0.2
S01T20		1	S01T20	Dosentelefon	Telefon	Kommunikation	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S01T20		1	S01T20	Raumtrenner durch Stapeln	Raumtrenner	Konstruktion	1	1	1		1	2			0	0	1	1	2	0	0	1	0	0	0	0.2
S01T20		1	S01T20	Stuhl durch Stapeln	Stuhl	Moebel	1	1	1		1	0			0	0	1	0	1	1	0	1	0	0	1	0.6
S01T20		1	S01T20	Trommel	Trommel	Musik	1	1	1		1	0			0	0	1	0	0	0	0	0	0	0	0	0
S02T03		2	S02T03	Schluessel	Schluessel	-	0	1	0		1				-	-	0	-	1	-	0	0	0	0	1	0.25
