ID	Session ID	Datum	Teilnehmer	Antwort	Antwort standardisiert	Kategorie	Antwort_Teilnehmer	Kategorie_Teilnehmer	Gueltigkeit spez	Gueltigkeit unspez	Flexibilitaet	Originalitaet	Gewoehnlich		Subjektiv_Sascha	Subjektiv_Johannes	Subjektiv_Christian	Subjektiv_Vera	Subjektiv_Julia	Subjektiv_Alina	Subjektiv_Anja	Subjektiv_Andrea	Subjektiv_Roman	Subjektiv_Thiess	Subjektiv_Steffen	Subjektiv_Durchschnitt
S00T08		0	S00T08	am Adventskalender Sachen aufhaengen	etw. aufhaengen	Aufhaengen	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T08		0	S00T08	Mobilé	Mobilé	Dekoration	1	1	1		1	1			2	2	1	1	2	0	0	0	0	0	0	0
S00T08		0	S00T08	zum Laeuten einer Glocke (Kloeppel)	Kloeppel	Geraet	1	1	1		1	2			0	0	0	0	1	0	0	0	0	0	0	0
S00T08		0	S00T08	zum Hochziehen von etwas	etw. hochziehen	Verbinden_Ziehen	1	1	1		1	1			0	0	0	1	1	0	0	0	0	0	0	0
S00T08		0	S00T08	Messinstrument von Breite	Messinstrument	Messinstrument	1	1	1		1	0			0	0	0	2	1	1	0	0	0	0	0	0.2
S00T08		0	S00T08	Naehen	Naehzeug	Handarbeit	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T08		0	S00T08	Knoten	Knoten	Befestigung	1	1	1		1	1			0	0	0	0	1	0	0	0	0	0	0	0
S00T08		0	S00T08	Armband	Armband	Schmuck	1	3	1		1	0			1	0	1	0	1	0	0	0	0	0	0	0
S00T08		0	S00T08	Kette	Kette	Schmuck	1	3	1		0	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T08		0	S00T08	Ohrring	Ohrring	Schmuck	1	3	1		0	1			0	0	1	1	1	0	0	0	1	0	1	0.4
S00T08		0	S00T08	Pendel	Pendel	Wissenschaft	1	1	1		1	1			0	0	1	2	1	1	0	0	0	0	0	0.2
S00T08		0	S00T08	Zahn ziehen	Zahn ziehen	Medizin	1	1	1		1	1			1	1	1	1	2	2	1	0	1	1	1	1
S00T08		0	S00T08	Zahnseide	Zahnseide	Hygiene	1	1	1		1	0			0	0	1	1	2	1	0	0	0	0	0	0.2
S00T09		0	S00T09	Bild aufhaengen	etw. aufhaengen	Aufhaengen	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T09		0	S00T09	Fahrradklammer	Fahrradklammer	Befestigung (Kleidung)	1	2	1		1	2			1	1	1	1	2	1	0	2	0	0	1	0.8
S00T09		0	S00T09	Tuerkontrolle	Tuerkontrolle	Befestigung	1	2	1		0	1			2	2	1	2	2	0	0	0	0	0	0	0
S00T09		0	S00T09	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	2	1		0	0			0	0	1	1	0	0	0	0	0	0	0	0
S00T09		0	S00T09	kleines Loch zunaehen	Naehzeug	Handarbeit	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T09		0	S00T09	Schnurspiel mit Haenden	Schnurspiel	Spiel	1	1	1		1	1			1	0	0	1	0	0	0	0	0	0	0	0
S00T09		0	S00T09	kleines Paket zuschnueren	Paketschnur	Zusammenbinden	1	2	1		1				-	-	1	-	0	0	0	0	0	0	0	0
S00T09		0	S00T09	Sack zubinden	etw. zusammenbinden	Zusammenbinden	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T09		0	S00T09	Haare zusammenbinden	Haarband	Schmuck	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S00T09		0	S00T09	Pflanzen anbinden	Pflanzenbinder	Befestigung	1	2	1		0	1			0	1	1	0	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Wasserhahn abdichten	Dichtung	Abdichten	1	1	1		1	1			0	0	1	1	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Schluesselanhaenger	Schluesselanhaenger	Haltevorrichtung	1	1	1		1	1			0	0	1	1	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Guertel	Guertel	Befestigung (Kleidung)	1	1	1		1	0			0	0	1	0	1	0	0	1	0	0	1	0.4
S00T10		0	S00T10	Blut abstauen	Blut abstauen	Medizin	1	2	1		0	1			1	1	1	2	2	0	2	0	1	1	0	0.4
S00T10		0	S00T10	Entfernungen messen	Messinstrument	Messinstrument	1	1	1		1	0			0	0	0	2	1	1	0	0	0	0	0	0.2
S00T10		0	S00T10	Armband	Armband	Schmuck	1	1	1		1	0			1	0	1	0	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Streich spielen mit Geldschein auf der Strasse	Streich spielen	Falle	1	1	1		1	2			0	0	0	1	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Spielzeug fuer Tiere (insb. Katzen)	Spielzeug fuer Tiere	Spielzeug	1	1	1		1	0			0	0	0	1	1	0	0	0	0	0	0	0
S00T10		0	S00T10	Pendel basteln	Pendel	Wissenschaft	1	1	1		1	1			0	0	1	2	1	1	0	0	0	0	0	0.2
S00T10		0	S00T10	Zahn ziehen	Zahn ziehen	Medizin	1	2	1		1	1			1	1	1	1	2	2	1	0	1	1	1	1
S00T10		0	S00T10	Zahnseide	Zahnseide	Hygiene	1	1	1		1	0			0	0	1	1	2	1	0	0	0	0	0	0.2
S00T11		0	S00T11	zum Kauen	zum Kauen	-	0	1	0		1				-	-	-	-	-	-	-	-	-	-	-	-
S00T11		0	S00T11	etwas befestigen_anbinden	etw. aufhaengen	Aufhaengen	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T11		0	S00T11	Lesezeichen	Lesezeichen	Orientierung_Markierung	1	2	1		1	1			0	0	1	1	1	0	0	0	0	0	0	0
S00T11		0	S00T11	zur Erinnerung um den Daumen	zur Erinnerung	Orientierung_Markierung	1	2	1		0	1			0	1	2	2	2	0	0	0	0	0	0	0
S00T11		0	S00T11	zum ueben von Seemannsknoten	Knoten	Befestigung	1	1	1		1	1			0	0	0	0	1	0	0	0	0	0	0	0
S00T11		0	S00T11	Spielzeug fuer Tiere (insb. Katzen)	Spielzeug fuer Tiere	Spielzeug	1	1	1		1	0			0	0	0	1	1	0	0	0	0	0	0	0
S00T11		0	S00T11	Zahnseide	Zahnseide	Hygiene	1	1	1		1	0			0	0	1	1	2	1	0	0	0	0	0	0.2
S00T11		0	S00T11	zum Verschnueren von Paketen	Paketschnur	Zusammenbinden	1	1	1		1				-	-	1	-	0	0	0	0	0	0	0	0
S00T12		0	S00T12	Absperrseil	Absperrseil	Absperren	1	1	1		1	0			0	1	1	0	0	0	0	0	0	0	0	0
S00T12		0	S00T12	Schluesselanhaenger	Schluesselanhaenger	Haltevorrichtung	1	1	1		1	1			0	0	1	1	1	0	0	0	0	0	0	0
S00T12		0	S00T12	Alarmsystem	Alarmsystem	Falle	1	1	1		1	2			1	2	1	2	1	1	1	0	1	0	1	0.6
S00T12		0	S00T12	Zeltgeruest (zwischen zwei Baeume spannen und Plane darueber legen)	Zeltgeruest	Stabilisation_Geruest	1	1	1		1	2			1	1	1	1	2	0	0	0	0	0	0	0
S00T12		0	S00T12	Fahrradklammer	Fahrradklammer	Befestigung (Kleidung)	1	3	1		0	2			1	1	1	1	2	1	0	2	0	0	1	0.8
S00T12		0	S00T12	Guertel	Guertel	Befestigung (Kleidung)	1	3	1		1	0			0	0	1	0	1	0	0	1	0	0	1	0.4
S00T12		0	S00T12	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	3	1		0	0			0	0	1	1	0	0	0	0	0	0	0	0
S00T12		0	S00T12	Armband	Armband	Schmuck	1	1	1		1	0			1	0	1	0	1	0	0	0	0	0	0	0
S00T12		0	S00T12	Springseil	Springseil	Sportgeraet	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S00T12		0	S00T12	Lasso	Lasso	Waffe_Jagd	1	2	1		1	0			0	0	1	1	2	1	0	1	2	0	0	0.8
S00T12		0	S00T12	Schleuder	Schleuder	Waffe_Jagd	1	2	1		0	1			1	1	1	2	1	0	0	0	0	0	0	0
S00T13		0	S00T13	Grenzen symbolisieren	etw. einzaeunen_abgrenzen_umreissen	Absperren	1	1	1		1	1			0	0	1	1	1	0	0	0	0	0	0	0
S00T13		0	S00T13	Schleife	Schleife	Schmuck	1	1	1		1				-	-	1	-	1	0	0	0	0	0	0	0
S00T13		0	S00T13	Waescheleine	Waescheleine	Aufhaengen	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S00T13		0	S00T13	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1		1	0			0	0	1	1	0	0	0	0	0	0	0	0
S00T13		0	S00T13	zum Begradigen von Flaechen	Begradigung von Flaechen	Begradigung	1	1	1		1				2	1	1	2	2	2	1	0	0	0	0	0.4
S00T13		0	S00T13	Entfernungen messen	Messinstrument	Messinstrument	1	1	1		1	0			0	0	0	2	1	1	0	0	0	0	0	0.2
S00T13		0	S00T13	Naehen	Naehzeug	Handarbeit	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T13		0	S00T13	Knoten	Knoten	Befestigung	1	1	1		1	1			0	0	0	0	1	0	0	0	0	0	0	0
S00T13		0	S00T13	Balancierseil	Balancierseil	Sportgeraet	1	1	1		1	1			0	1	1	0	2	0	0	0	0	0	0	0
S00T13		0	S00T13	etwas zusammenbinden	etw. zusammenbinden	Zusammenbinden	1	2	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T13		0	S00T13	Kunsthaare miteinander verbinden	etw. verbinden	Zusammenbinden	1	2	1		0	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T14		0	S00T14	Zum Abspannen_Abtrennen	etw. einzaeunen_abgrenzen_umreissen	Absperren	1	1	1		1	1			0	0	1	1	1	0	0	0	0	0	0	0
S00T14		0	S00T14	Mobilé	Mobilé	Dekoration	1	2	1		0	1			2	2	1	1	2	0	0	0	0	0	0	0
S00T14		0	S00T14	Dekoration, unspezifisch	Dekoration, unspezifisch	Dekoration	1	2	1		0	0			-	-	0	-	1	0	0	0	0	0	0	0
S00T14		0	S00T14	Massband (mit Knoten)	Messinstrument	Messinstrument	1	1	1		1	0			0	0	0	2	1	1	0	0	0	0	0	0.2
S00T14		0	S00T14	Armband	Armband	Schmuck	1	2	1		1	0			1	0	1	0	1	0	0	0	0	0	0	0
S00T14		0	S00T14	Kette	Kette	Schmuck	1	2	1		0	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T14		0	S00T14	Schweifriemen beim Reiten	Schweifriemen	Leine_Kontrolle	1	2	1		1	2			1	1	1	1	2	0	1	0	0	0	0	0
S00T14		0	S00T14	Tierleine	Tierleine	Leine_Kontrolle	1	2	1		0	0			1	0	1	0	1	1	0	0	0	0	0	0.2
S00T14		0	S00T14	zum zusammenbinden	etw. zusammenbinden	Zusammenbinden	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T30		0	S00T30	Angelschnur	Angelschnur	Angeln_Fischen	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S00T30		0	S00T30	Bild aufhaengen	etw. aufhaengen	Aufhaengen	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T30		0	S00T30	Guertel	Guertel	Befestigung (Kleidung)	1	2	1		1	0			0	0	1	0	1	0	0	1	0	0	1	0.4
S00T30		0	S00T30	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	2	1		0	0			0	0	1	1	0	0	0	0	0	0	0	0
S00T30		0	S00T30	Blut abstauen	Blut abstauen	Medizin	1	1	1		1	1			1	1	1	2	2	0	2	0	1	1	0	0.4
S00T30		0	S00T30	Ankertau	Ankertau	Befestigung	1	1	1		1	1			1	1	1	1	1	0	0	0	0	0	0	0
S00T30		0	S00T30	Kette	Kette	Schmuck	1	2	1		0	0			0	0	0	0	1	0	0	0	0	0	0	0
S00T30		0	S00T30	Klettergeruest	Klettergeruest	Sportgeraet	1	2	1		1	1			0	1	1	1	1	0	1	0	0	0	1	0.2
S00T30		0	S00T30	Springseil	Springseil	Sportgeraet	1	2	1		0	0			0	0	1	1	1	0	0	0	0	0	0	0
S00T30		0	S00T30	Teppich	Teppich_Bruecke	Dekoration	1	2	1		0	1			0	1	1	1	1	0	0	0	0	0	0	0
S00T30		0	S00T30	Garotte	Garotte	Waffe_Jagd	1	1	1		1	1			0	1	1	1	2	1	1	0	1	2	0	0.8
S00T30		0	S00T30	Geschenk verpacken	Geschenkband	Dekoration	1	2	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S00T30		0	S00T30	Haare zusammenbinden	Haarband	Schmuck	1	2	1		0	0			0	0	1	0	1	0	0	0	0	0	0	0
S00T31		0	S00T31	Angeln	Angelschnur	Angeln_Fischen	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S00T31		0	S00T31	Gummischnuere essen	Haribo Schnuere	-	0	1	0		1	1			-	-	-	-	-	-	-	-	-	-	-	-
S00T31		0	S00T31	Schuhe schnueren	Schnuersenkel	Befestigung (Kleidung)	1	1	1		1	0			0	0	1	1	0	0	0	0	0	0	0	0
S00T31		0	S00T31	eine alte Telefon-Muschelverbindung bauen	Schnurtelefon	Kommunikation	1	1	1		1	0			0	0	1	1	0	1	1	0	0	0	0	0.2
S00T31		0	S00T31	eine Ananas schaelen	Ananas schaelen	Schneiden	1	2	1		1	2			2	2	2	2	2	1	0	0	1	0	2	0.8
S00T31		0	S00T31	einen Kaese zertrennen	Kaesemesser	Schneiden	1	2	1		0	2			2	1	2	1	1	-	0	0	2	1	1	1
S00T31		0	S00T31	einen Arm abbinden	Blut abstauen	Medizin	1	1	1		1	1			1	1	1	2	2	0	2	0	1	1	0	0.4
S00T31		0	S00T31	Toene erzeugen (bei Spannung)	Saite	Musik	1	1	1		1	1			2	1	1	1	2	1	1	1	0	1	0	0.6
S00T31		0	S00T31	Flechten	Flechten	Handarbeit	1	1	1		1	1			0	0	0	1	1	0	0	0	0	0	0	0
S00T31		0	S00T31	Seilspringen	Springseil	Sportgeraet	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S00T31		0	S00T31	Haende zusammenbinden	Fesseln	Leine_Kontrolle	1	1	1		1	0			0	0	1	0	1	0	0	0	0	1	0	0.2
S00T31		0	S00T31	jemanden einrollen (SM)	Fesseln (SM)	SM	1	1	1		1	1			1	0	1	1	1	0	0	0	0	1	0	0.2
S00T31		0	S00T31	jemanden erdrosseln	Garotte	Waffe_Jagd	1	2	1		0	1			0	1	1	1	2	1	1	0	1	2	0	0.8
S00T31		0	S00T31	jemanden peitschen	Peitsche	Waffe_Jagd	1	2	1		0	1			0	0	1	1	1	1	0	0	0	1	0	0.4
S00T31		0	S00T31	Sachen auf ein Auto binden	etw. befestigen	Befestigung	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S00T31		0	S00T31	Geschenk verpacken	Geschenkband	Dekoration	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S00T31		0	S00T31	den Kofferraum halboffen zubinden	Ladungssicherung	Sicherung	1	1	1		1	1			0	0	1	1	2	0	0	0	0	0	0	0
S00T31		0	S00T31	Rollmatratze einwickeln	etw. zusammenbinden	Zusammenbinden	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Elektrischer Leiter	Elektrischer Leiter	-	0	1	0		1				-	-	-	-	-	-	-	-	-	-	-	-
S01T03		1	S01T03	Fangnetz	Fangnetz	Angeln_Fischen	1	1	1		1	2			1	1	1	2	2	1	1	1	0	1	0	0.6
S01T03		1	S01T03	Abschleppseil	Abschleppseil	Verbinden_Ziehen	1	1	1		1	0			1	1	1	0	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1		1	0			0	0	1	1	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Armband	Armband	Schmuck	1	1	1		1	0			1	0	1	0	1	0	0	0	0	0	0	0
S01T03		1	S01T03	Lampenschnur	Lampenschnur	Ausloeser	1	1	1		1	2			0	0	1	2	1	0	0	0	0	0	0	0
S01T03		1	S01T03	Seil	Seil, unspezifisch	Befestigung	1	1	1		1				-	-	0	-	0	0	0	0	0	0	0	0
S01T03		1	S01T03	Springseil	Springseil	Sportgeraet	1	2	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S01T03		1	S01T03	Tornetz	Netz (Sport)	Sportgeraet	1	2	1		0	2			0	0	1	0	1	0	0	0	0	1	0	0.2
S01T03		1	S01T03	Handschellen	Fesseln	Leine_Kontrolle	1	1	1		1	0			0	0	1	0	1	0	0	0	0	1	0	0.2
S01T03		1	S01T03	Peitsche	Peitsche	Waffe_Jagd	1	1	1		1	1			0	0	1	1	1	1	0	0	0	1	0	0.4
S01T06		1	S01T06	Isolierung fuer Kabel	Isolierung	Isolierung	1	1	1		1	1			0	0	1	1	2	0	0	0	0	0	0	0
S01T06		1	S01T06	Angelschnur	Angelschnur	Angeln_Fischen	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S01T06		1	S01T06	Anschnallgurt	Gurt	Sicherung	1	2	1		0	1			0	0	1	0	1	0	0	0	0	0	1	0.2
S01T06		1	S01T06	Rucksacktraeger	Traeger	Tragen	1	1	1		1	1			0	0	0	1	2	0	0	0	0	0	0	0
S01T06		1	S01T06	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1		1	0			0	0	1	1	0	0	0	0	0	0	0	0
S01T06		1	S01T06	Fernausloeser eines Hebels	Fernausloeser	Ausloeser	1	1	1		1	1			2	2	1	2	2	2	2	0	0	0	0	0.4
S01T06		1	S01T06	Lunte	Lunte	Brennmaterial	1	1	1		1	1			1	1	1	1	2	1	0	0	0	0	1	0.4
S01T06		1	S01T06	Armband	Armband	Schmuck	1	1	1		1	0			1	0	1	0	1	0	0	0	0	0	0	0
S01T06		1	S01T06	Leine	Tierleine	Leine_Kontrolle	1	2	1		0	0			1	0	1	0	1	1	0	0	0	0	0	0.2
S01T06		1	S01T06	Sicherungsseil	Sicherungsseil	Sicherung	1	2	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S01T06		1	S01T06	Springseil	Springseil	Sportgeraet	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S01T06		1	S01T06	Fessel	Fesseln	Leine_Kontrolle	1	2	1		1	0			0	0	1	0	1	0	0	0	0	1	0	0.2
S01T06		1	S01T06	Peitsche	Peitsche	Waffe_Jagd	1	1	1		1	1			0	0	1	1	1	1	0	0	0	1	0	0.4
S01T06		1	S01T06	Zahn ziehen	Zahn ziehen	Medizin	1	1	1		1	1			1	1	1	1	2	2	1	0	1	1	1	1
S01T10		1	S01T10	Angelschnur	Angelschnur	Angeln_Fischen	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S01T10		1	S01T10	Waescheleine	Waescheleine	Aufhaengen	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S01T10		1	S01T10	Kuechengarn	Kuechengarn	Zusammenbinden	1	2	1		0	1			0	0	0	0	1	0	0	0	0	0	0	0
S01T10		1	S01T10	Naehen	Naehzeug	Handarbeit	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S01T10		1	S01T10	Fessel	Fesseln	Leine_Kontrolle	1	1	1		1	0			0	0	1	0	1	0	0	0	0	1	0	0.2
S01T10		1	S01T10	Peitsche	Peitsche	Waffe_Jagd	1	1	1		1	1			0	0	1	1	1	1	0	0	0	1	0	0.4
S01T10		1	S01T10	Zahn ziehen	Zahn ziehen	Medizin	1	1	1		1	1			1	1	1	1	2	2	1	0	1	1	1	1
S01T10		1	S01T10	Geschenk verpacken	Geschenkband	Dekoration	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S01T10		1	S01T10	Haarband	Haarband	Schmuck	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S01T10		1	S01T10	Zusammenbinden vers. Dinge	etw. zusammenbinden	Zusammenbinden	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T13		1	S01T13	Werkzeug, unsepzifisch	Werkzeug, unspezifisch	Werkzeug	1	1	1		1				-	-	0	-	0	0	0	0	0	0	0	0
S01T13		1	S01T13	Spielzeug, unspezifisch	Spielzeug, unspezifisch	Spielzeug	1	1	1		1	0			-	-	0	-	0	0	0	0	0	0	0	0
S01T13		1	S01T13	Verbinden	etw. verbinden	Zusammenbinden	1	2	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S01T13		1	S01T13	zum Binden	etw. zusammenbinden	Zusammenbinden	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S01T20		1	S01T20	Bungeeseil	Bungeeseil	-	0	1	0		1				-	-	-	-	-	-	-	-	-	-	-	-
S01T20		1	S01T20	Absperrseil	Absperrseil	Absperren	1	1	1		1	0			0	1	1	0	0	0	0	0	0	0	0	0
S01T20		1	S01T20	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1		1	0			0	0	1	1	0	0	0	0	0	0	0	0
S01T20		1	S01T20	Strickfaden	Naehzeug	Handarbeit	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S01T20		1	S01T20	Armband	Armband	Schmuck	1	1	1		1	0			1	0	1	0	1	0	0	0	0	0	0	0
S01T20		1	S01T20	Kletterseil	Sicherungsseil	Sicherung	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S01T20		1	S01T20	Springseil	Springseil	Sportgeraet	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S01T20		1	S01T20	Tierleine	Tierleine	Leine_Kontrolle	1	1	1		1	0			1	0	1	0	1	1	0	0	0	0	0	0.2
S01T20		1	S01T20	Henkerstrick	Henkerstrick	Waffe_Jagd	1	1	1		1	0			0	0	1	1	2	0	0	0	0	0	0	0
S01T20		1	S01T20	Lot	Lot	Wissenschaft	1	1	1		1	1			1	1	1	1	1	1	1	0	0	1	0	0.4
S01T20		1	S01T20	Muellsaecke zubinden	etw. zusammenbinden	Zusammenbinden	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S02T03		1	S02T03	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1		1	0			0	0	1	1	0	0	0	0	0	0	0	0
S02T03		2	S02T03	Gummiband	Gummiband	-	0	2	0		0				-	-	-	-	-	-	-	-	-	-	-	-
S02T03		2	S02T03	Dekoration, unspezifisch	Dekoration, unspezifisch	Dekoration	1	1	1		1	0			-	-	0	-	1	0	0	0	0	0	0	0
S02T03		2	S02T03	Schleife	Schleife	Schmuck	1	2	1		0				-	-	1	-	1	0	0	0	0	0	0	0
S02T03		2	S02T03	Ankertau	Ankertau	Befestigung	1	1	1		1	1			1	1	1	1	1	0	0	0	0	0	0	0
S02T03		2	S02T03	Kabel	Kabel	-	0	2	0		0				-	-	-	-	-	-	-	-	-	-	-	-
S02T03		2	S02T03	Wuergewaffe	Garotte	Waffe_Jagd	1	1	1		1	1			0	1	1	1	2	1	1	0	1	2	0	0.8
S02T03		2	S02T03	Befestigungsmittel	etw. zusammenbinden	Zusammenbinden	1	1	1		1	0			0	0	0	0	0	0	0	0	0	0	0	0
S02T03		2	S02T03	Haarband	Haarband	Schmuck	1	2	1		0	0			0	0	1	0	1	0	0	0	0	0	0	0
S02T06		2	S02T06	Absperrseil	Absperrseil	Absperren	1	2	1		1	0			0	1	1	0	0	0	0	0	0	0	0	0
S02T06		2	S02T06	Umrisse von neuem Haus abstecken	etw. einzaeunen_abgrenzen_umreissen	Absperren	1	2	1		0	1			0	0	1	1	1	0	0	0	0	0	0	0
S02T06		2	S02T06	Ladungssicherung	Ladungssicherung	Sicherung	1	1	1		1	1			0	0	1	1	2	0	0	0	0	0	0	0
S02T06		2	S02T06	Fliegenschutz	Fliegengitter	Schutz	1	1	1		1	2			1	1	1	1	1	1	1	0	0	2	0	0.6
S02T06		2	S02T06	Guertel	Guertel	Befestigung (Kleidung)	1	2	1		1	0			0	0	1	0	1	0	0	1	0	0	1	0.4
S02T06		2	S02T06	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	2	1		0	0			0	0	1	1	0	0	0	0	0	0	0	0
S02T06		2	S02T06	Fenster aus der Ferne oeffnen	Fernausloeser	Ausloeser	1	1	1		1	1			2	2	1	2	2	2	2	0	0	0	0	0.4
S02T06		2	S02T06	Tortenschneider	Tortenschneider	Schneiden	1	1	1		1	2			1	1	2	1	2	1	1	1	1	1	0	0.8
S02T06		2	S02T06	Meerestiefe messen	Messinstrument	Messinstrument	1	1	1		1	0			0	0	0	2	1	1	0	0	0	0	0	0.2
S02T06		2	S02T06	Anbinden eines Bootes	Ankertau	Befestigung	1	1	1		1	1			1	1	1	1	1	0	0	0	0	0	0	0
S02T06		2	S02T06	Schmuck, unspezifisch	Schmuck, unspezifisch	Schmuck	1	1	1		1	0			-	-	0	-	0	0	0	0	0	0	0	0
S02T06		2	S02T06	Springseil	Springseil	Sportgeraet	1	1	1		1	0			0	0	1	1	1	0	0	0	0	0	0	0
S02T06		2	S02T06	Fesseln eines Tatverdaechtigen	Fesseln	Leine_Kontrolle	1	1	1		1	0			0	0	1	0	1	0	0	0	0	1	0	0.2
S02T06		2	S02T06	Lasso	Lasso	Waffe_Jagd	1	1	1		1	0			0	0	1	1	2	1	0	1	2	0	0	0.8
S02T06		2	S02T06	Zahnseide	Zahnseide	Hygiene	1	1	1		1	0			0	0	1	1	2	1	0	0	0	0	0	0.2
S02T06		2	S02T06	Geschenk verpacken	Geschenkband	Dekoration	1	1	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
S02T06		2	S02T06	Paeckchen verpacken	Paketschnur	Zusammenbinden	1	1	1		1				-	-	1	-	0	0	0	0	0	0	0	0
S02T10		2	S02T10	etw. aufhaengen	etw. aufhaengen	Aufhaengen	1	2	1		0	0			0	0	0	0	0	0	0	0	0	0	0	0
S02T10		2	S02T10	Dekoration, unspezifisch	Dekoration, unspezifisch	Dekoration	1	3	1		0	0			-	-	0	-	1	0	0	0	0	0	0	0
S02T10		2	S02T10	Waescheleine	Waescheleine	Aufhaengen	1	2	1		0	0			0	0	1	0	1	0	0	0	0	0	0	0
S02T10		2	S02T10	Kleidung, unspezifisch	Kleidung, unspezifisch	Kleidung	1	1	1		1	0			-	-	0	-	0	0	0	0	0	0	1	0.2
S02T10		2	S02T10	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1		1	0			0	0	1	1	0	0	0	0	0	0	0	0
S02T10		2	S02T10	Musikinstrument, unspezifisch	Musikinstrument, unspezifisch	Musik	1	1	1		1	0			-	-	0	-	2	0	0	0	0	0	0	0
S02T10		2	S02T10	stricken_naehen	Naehzeug	Handarbeit	1	1	1		1	0			0	0	0	0	1	0	0	0	0	0	0	0
S02T10		2	S02T10	Armband	Armband	Schmuck	1	2	1		1	0			1	0	1	0	1	0	0	0	0	0	0	0
S02T10		2	S02T10	Kette	Kette	Schmuck	1	2	1		0	0			0	0	0	0	1	0	0	0	0	0	0	0
S02T10		2	S02T10	Klettergeruest	Klettergeruest	Sportgeraet	1	1	1		1	1			0	1	1	1	1	0	1	0	0	0	1	0.2
S02T10		2	S02T10	Bruecke	Teppich_Bruecke	Dekoration	1	3	1		0	1			0	1	1	1	1	0	0	0	0	0	0	0
S02T10		2	S02T10	Spielzeug fuer Tiere (insb. Katzen)	Spielzeug fuer Tiere	Spielzeug	1	1	1		1	0			0	0	0	1	1	0	0	0	0	0	0	0
S02T10		2	S02T10	Geschenk verpacken	Geschenkband	Dekoration	1	3	1		1	0			0	0	1	0	1	0	0	0	0	0	0	0
