ID	Session ID	Datum	Teilnehmer	Antwort	Antwort standardisiert	Kategorie	Antwort_Teilnehmer	Kategorie_Teilnehmer	Gueltigkeit spez	Gueltigkeit unspez	Flexibilitaet	Originalitaet	Gewoehnlich		Subjektiv_Sascha	Subjektiv_Johannes	Subjektiv_Christian	Subjektiv_Vera	Subjektiv_Julia	Subjektiv_Alina	Subjektiv_Anja	Subjektiv_Andrea	Subjektiv_Roman	Subjektiv_Thiess	Subjektiv_Steffen	Subjektiv_Durchschnitt
12052103261318	C26	120521	S24T09	aus vielen Schnueren ein Seil machen	Seil, unspezifisch	Befestigung	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052103261318	C26	120521	S24T09	Zelt befestigen	Zeltgeruest	Stabilisation_Geruest	1	1	1	0	1	1	0		1	1	1	1	2	0	0	0	0	0	0	0
12052103261318	C26	120521	S24T09	Sachen aufhaengen	etw. aufhaengen	Aufhaengen	1	1	1	0	1	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052103261318	C26	120521	S24T09	fesseln	Fesseln	Leine_Kontrolle	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	1	0	0.2
12052103261318	C26	120521	S24T09	Marionetten	Marionettenschnur	Bewegungsuebertragung	1	1	1	0	1	2	0		-	-	1	-	1	2	0	0	0	1	0	0.6
12052103260319	C26	120521	S24T10	Dosentelefon	Schnurtelefon	Kommunikation	1	1	1	0	1	0	0		0	0	1	1	0	1	1	0	0	0	0	0.2
12052103260319	C26	120521	S24T10	naehen	Naehzeug	Handarbeit	1	1	1	0	1	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052103260319	C26	120521	S24T10	fesseln	Fesseln	Leine_Kontrolle	1	2	1	0	0.5	0	0		0	0	1	0	1	0	0	0	0	1	0	0.2
12052103260319	C26	120521	S24T10	bereich abgrenzen	etw. einzaeunen_abgrenzen_umreissen	Absperren	1	1	1	0	1	0	0		0	0	1	1	1	0	0	0	0	0	0	0
12052103260319	C26	120521	S24T10	ladung sichern	Ladungssicherung	Sicherung	1	1	1	0	1	1	0		0	0	1	1	2	0	0	0	0	0	0	0
12052103260319	C26	120521	S24T10	seilspringen	Springseil	Sportgeraet	1	1	1	0	1	0	0		0	0	1	1	1	0	0	0	0	0	0	0
12052103260319	C26	120521	S24T10	pendel	Pendel	Wissenschaft	1	1	1	0	1	1	0		0	0	1	2	1	1	0	0	0	0	0	0.2
12052103260319	C26	120521	S24T10	schuhe binden	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052103260319	C26	120521	S24T10	knoten	Knoten	Befestigung	1	2	1	0	0.5	0	1		0	0	0	0	1	0	0	0	0	0	0	0
12052103260319	C26	120521	S24T10	schiff vertaeuen	Ankertau	Befestigung	1	2	1	0	0.5	1	0		1	1	1	1	1	0	0	0	0	0	0	0
12052103260319	C26	120521	S24T10	Hundeleine	Tierleine	Leine_Kontrolle	1	2	1	0	0.5	0	0		1	0	1	0	1	1	0	0	0	0	0	0.2
12052103260320	C26	120521	S24T11	Schnuersenkel fuer Schuhe	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052103260320	C26	120521	S24T11	Befestigungsmoeglichkeit	etw. befestigen	Befestigung	1	2	1	0	0.5	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052103260320	C26	120521	S24T11	Knoten ueben (z.B. Seeleute, Pfadfinder)	Knoten	Befestigung	1	2	1	0	0.5	0	1		0	0	0	0	1	0	0	0	0	0	0	0
12052103260320	C26	120521	S24T11	Abstecken von Spielfeldern	etw. einzaeunen_abgrenzen_umreissen	Absperren	1	1	1	0	1	0	0		0	0	1	1	1	0	0	0	0	0	0	0
12052103260320	C26	120521	S24T11	Formen legen (z.B. im Kindergarten oder therapeutischen Anwendungen)	Form legen	Basteln_Kunst	1	1	1	0	1	2	0		1	0	0	1	0	0	0	0	1	0	0	0.2
12052103260320	C26	120521	S24T11	Verwendung als Halskette oder Armband	Armband	Schmuck	1	1	1	0	1	0	0		1	0	1	0	1	0	0	0	0	0	0	0
12052103260320	C26	120521	S24T11	Bogensehne	Bogensehne	Sportgeraet	1	1	1	0	1	1	0		2	1	1	1	2	1	1	0	0	0	0	0.2
12052103260320	C26	120521	S24T11	Bau eines Flaschenzugs	Flaschenzug	Verbinden_Ziehen	1	1	1	0	1	1	0		0	0	1	1	1	0	2	1	0	0	0	0.2
12052103260320	C26	120521	S24T11	Lasso	Lasso	Waffe_Jagd	1	3	1	0	0.333333333	0	0		0	0	1	1	2	1	0	1	2	0	0	0.8
12052103260320	C26	120521	S24T11	Mordwerkzeug (Anm. d. Red.: moralisch fragwuerdig)	Waffe, unspezifisch	Waffe_Jagd	1	3	0	1	0.333333333	0	0		-	-	0	-	1	0	0	0	0	0	0	0
12052103260320	C26	120521	S24T11	Peitsche	Peitsche	Waffe_Jagd	1	3	1	0	0.333333333	1	0		0	0	1	1	1	1	0	0	0	1	0	0.4
12052104270321	C27	120521	S25T02	Kette	Kette	Schmuck	1	3	1	0	0.333333333	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104270321	C27	120521	S25T02	Ring	Ring	Schmuck	1	3	1	0	0.333333333	1	0		0	0	1	1	1	0	0	0	0	0	1	0.2
12052104270321	C27	120521	S25T02	Gardinenstange	Gardinenstange	Aufhaengen	1	1	1	0	1	2	0		-	-	1	-	1	0	0	0	0	0	0	0
12052104270321	C27	120521	S25T02	Armband	Armband	Schmuck	1	3	1	0	0.333333333	0	0		1	0	1	0	1	0	0	0	0	0	0	0
12052104270321	C27	120521	S25T02	zur aufhaengung von fotos mit klammer	Pinnwand_Notizschnur	Kommunikation	1	1	1	0	1	2	0		-	-	1	-	0	1	0	0	0	0	0	0.2
12052104270321	C27	120521	S25T02	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	Halskette	Kette	Schmuck	1	3	1	0	0.333333333	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	Armband	Armband	Schmuck	1	3	1	0	0.333333333	0	0		1	0	1	0	1	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	Fusskette	Fusskettchen	Schmuck	1	3	1	0	0.333333333	1	0		-	-	1	-	1	0	0	0	0	1	0	0.2
12052104271322	C27	120521	S25T03	Zahnseide	Zahnseide	Hygiene	1	1	1	0	1	0	0		0	0	1	1	2	1	0	0	0	0	0	0.2
12052104271322	C27	120521	S25T03	Halterung	etw. befestigen	Befestigung	1	2	1	0	0.5	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	Garn	Naehzeug	Handarbeit	1	1	1	0	1	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	Gitarrensaite	Saite	Musik	1	2	1	0	0.5	1	0		2	1	1	1	2	1	1	1	0	1	0	0.6
12052104271322	C27	120521	S25T03	Musikinstrument	Musikinstrument, unspezifisch	Musik	1	2	0	1	0.5	0	0		-	-	0	-	2	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	Verzierung	Dekoration, unspezifisch	Dekoration	1	1	0	1	1	0	0		-	-	0	-	1	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	Spielzeug	Spielzeug, unspezifisch	Spielzeug	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	Verbindung	etw. verbinden	Zusammenbinden	1	1	1	0	1	0	1		0	0	0	0	1	0	0	0	0	0	0	0
12052104271322	C27	120521	S25T03	seil	Seil, unspezifisch	Befestigung	1	2	0	1	0.5	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052104270323	C27	120521	S25T04	Drachensteigenschnur	Drachenschnur	Befestigung	1	2	1	0	0.5	1	0		1	1	1	0	1	1	0	0	0	1	0	0.4
12052104270323	C27	120521	S25T04	Schnur zum festbinden	etw. befestigen	Befestigung	1	2	1	0	0.5	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104270323	C27	120521	S25T04	Schnur beim Basteln	basteln, unspezifisch	Basteln_Kunst	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052104270323	C27	120521	S25T04	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	2	1	0	0.5	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052104270323	C27	120521	S25T04	Haargummi aus Schnur	Haarband	Schmuck	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104270323	C27	120521	S25T04	Schnuere an der corsage	Schnuerverschluss	Befestigung (Kleidung)	1	2	1	0	0.5	1	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104270324	C27	120521	S25T05	Angelschnur	Angelschnur	Angeln_Fischen	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104270324	C27	120521	S25T05	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052104270324	C27	120521	S25T05	Kabelschnur	Kabel	-	0	1	0	0	0	0	0		-	-	-	-	-	-	-	-	-	-	-	-
12052104270324	C27	120521	S25T05	Knoten fuer Zaehne ziehen	Zahn ziehen	Medizin	1	1	1	0	1	1	0		1	1	1	1	2	2	1	0	1	1	1	1
12052104270324	C27	120521	S25T05	Enterhacken schnurr	Enterhakenschnur	Zugseil	1	1	1	0	1	2	0		-	-	2	-	1	1	0	0	0	2	0	0.6
12052104270324	C27	120521	S25T05	Schnur fuer Tornetzte	Netz (Sport)	Sportgeraet	1	1	1	0	1	1	0		0	0	1	0	1	0	0	0	0	1	0	0.2
12052104270324	C27	120521	S25T05	Schnur zum Fleisch aufhaengen	etw. aufhaengen	Aufhaengen	1	1	1	0	1	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104270324	C27	120521	S25T05	Kopchschnurr	Kuechengarn	Zusammenbinden	1	1	1	0	1	1	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104270325	C27	120521	S25T06	Schnuerrsenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052104270325	C27	120521	S25T06	Schleife fuer Geschenk	Schleife	Schmuck	1	3	1	0	0.333333333	1	0		-	-	1	-	1	0	0	0	0	0	0	0
12052104270325	C27	120521	S25T06	Abdichtungsmittel	Dichtung	Abdichten	1	1	1	0	1	2	0		0	0	1	1	1	0	0	0	0	0	0	0
12052104270325	C27	120521	S25T06	Armband	Armband	Schmuck	1	3	1	0	0.333333333	0	0		1	0	1	0	1	0	0	0	0	0	0	0
12052104270325	C27	120521	S25T06	Kette	Kette	Schmuck	1	3	1	0	0.333333333	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104270325	C27	120521	S25T06	Schleuder	Schleuder	Waffe_Jagd	1	1	1	0	1	1	0		1	1	1	2	1	0	0	0	0	0	0	0
12052104270325	C27	120521	S25T06	FEssel	Fesseln	Leine_Kontrolle	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	1	0	0.2
12052104270326	C27	120521	S25T07	selbstmord	Henkerstrick	Waffe_Jagd	1	2	1	0	0.5	0	0		0	0	1	1	2	0	0	0	0	0	0	0
12052104270326	C27	120521	S25T07	zaun	etw. einzaeunen_abgrenzen_umreissen	Absperren	1	1	1	0	1	0	0		0	0	1	1	1	0	0	0	0	0	0	0
12052104270326	C27	120521	S25T07	zahnseide	Zahnseide	Hygiene	1	1	1	0	1	0	0		0	0	1	1	2	1	0	0	0	0	0	0.2
12052104270326	C27	120521	S25T07	stolperfalle	Stolperfalle	Falle	1	1	1	0	1	0	0		1	1	1	1	2	0	0	0	0	0	0	0
12052104270326	C27	120521	S25T07	naehen	Naehzeug	Handarbeit	1	2	1	0	0.5	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104270326	C27	120521	S25T07	festbinden	etw. befestigen	Befestigung	1	1	1	0	1	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104270326	C27	120521	S25T07	hose flicken	flicken	Handarbeit	1	2	1	0	0.5	1	0		-	-	1	-	1	0	0	0	0	0	0	0
12052104270326	C27	120521	S25T07	sticken	Sticken	Dekoration	1	1	1	0	1	1	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104270326	C27	120521	S25T07	jm fesseln	Fesseln	Leine_Kontrolle	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	1	0	0.2
12052104270326	C27	120521	S25T07	jm erdrosseln	Garotte	Waffe_Jagd	1	2	1	0	0.5	0	0		0	1	1	1	2	1	1	0	1	2	0	0.8
12052104270326	C27	120521	S25T07	eine wand mauern	mauern	-	0	1	0	0	0	0	0		-	-	-	-	-	-	-	-	-	-	-	-
12052104270326	C27	120521	S25T07	fliesen legen	Begradigung von Flaechen	Begradigung	1	1	1	0	1	2	0		2	1	1	2	2	2	1	0	0	0	0	0.4
12052104270327	C27	120521	S25T08	schnuerren	Schnur	-	0	1	0	0	0	0	0		-	-	-	-	-	-	-	-	-	-	-	-
12052104270327	C27	120521	S25T08	sportschuhe	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052104270327	C27	120521	S25T08	aufhaengen	etw. aufhaengen	Aufhaengen	1	1	1	0	1	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104270327	C27	120521	S25T08	binden	etw. befestigen	Befestigung	1	2	1	0	0.5	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104270327	C27	120521	S25T08	fesseln	Fesseln	Leine_Kontrolle	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	1	0	0.2
12052104270327	C27	120521	S25T08	kleidung	Kleidung, unspezifisch	Kleidung	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	1	0.2
12052104270327	C27	120521	S25T08	knoten	Knoten	Befestigung	1	2	1	0	0.5	0	1		0	0	0	0	1	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Kette	Kette	Schmuck	1	5	1	0	0.2	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Bindfaden zum Naehen	Naehzeug	Handarbeit	1	1	1	0	1	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Bastelmaterial	basteln, unspezifisch	Basteln_Kunst	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Hundeleine	Tierleine	Leine_Kontrolle	1	2	1	0	0.5	0	0		1	0	1	0	1	1	0	0	0	0	0	0.2
12052104271328	C27	120521	S25T09	Halsband	Tierhalsband	Leine_Kontrolle	1	2	1	0	0.5	1	0		-	-	1	-	1	1	0	0	0	0	0	0.2
12052104271328	C27	120521	S25T09	Armreif	Armband	Schmuck	1	5	1	0	0.2	0	0		1	0	1	0	1	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Fusskettchen	Fusskettchen	Schmuck	1	5	1	0	0.2	1	0		-	-	1	-	1	0	0	0	0	1	0	0.2
12052104271328	C27	120521	S25T09	Ring	Ring	Schmuck	1	5	1	0	0.2	1	0		0	0	1	1	1	0	0	0	0	0	1	0.2
12052104271328	C27	120521	S25T09	Haarband	Haarband	Schmuck	1	5	1	0	0.2	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Seil	Seil, unspezifisch	Befestigung	1	2	0	1	0.5	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Tau fuer Schifffahrt	Segeltau	Befestigung	1	2	1	0	0.5	1	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Bungeeseil	Bungeeseil	-	0	1	0	0	0	0	0		-	-	-	-	-	-	-	-	-	-	-	-
12052104271328	C27	120521	S25T09	Henkel fuer Tasche	Traeger	Tragen	1	1	1	0	1	1	0		0	0	0	1	2	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Springseil	Springseil	Sportgeraet	1	1	1	0	1	0	0		0	0	1	1	1	0	0	0	0	0	0	0
12052104271328	C27	120521	S25T09	Lasso	Lasso	Waffe_Jagd	1	1	1	0	1	0	0		0	0	1	1	2	1	0	1	2	0	0	0.8
12052104271328	C27	120521	S25T09	Waescheleine	Waescheleine	Aufhaengen	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Seil	Seil, unspezifisch	Befestigung	1	2	0	1	0.5	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Naehfaden	Naehzeug	Handarbeit	1	1	1	0	1	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Stolperfalle	Stolperfalle	Falle	1	1	1	0	1	0	0		1	1	1	1	2	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Balanceseil (zum drauf laufen)	Balancierseil	Sportgeraet	1	3	1	0	0.333333333	1	0		0	1	1	0	2	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Absicherungsseil (Z.B. Bergsteifen)	Sicherungsseil	Sicherung	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Lastenaufzug 	Flaschenzug	Verbinden_Ziehen	1	2	1	0	0.5	1	0		0	0	1	1	1	0	2	1	0	0	0	0.2
12052104270329	C27	120521	S25T10	Lasso	Lasso	Waffe_Jagd	1	1	1	0	1	0	0		0	0	1	1	2	1	0	1	2	0	0	0.8
12052104270329	C27	120521	S25T10	An Bierkasten befestigen und selbigen in einen Fluss ect. haengen (kuehlen)	etw. befestigen	Befestigung	1	2	1	0	0.5	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Deckenhalterung fuer z.B. Lampen	etw. aufhaengen	Aufhaengen	1	1	1	0	1	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Saiten fuer ein Instrument	Saite	Musik	1	1	1	0	1	1	0		2	1	1	1	2	1	1	1	0	1	0	0.6
12052104270329	C27	120521	S25T10	Vorhang	Vorhang	Dekoration	1	1	1	0	1	1	0		0	0	0	1	1	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Verzierung fuer Kleidung	Schmuck, unspezifisch	Schmuck	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Zum ziehen um Kirchenglocken zu laeuten	Zugseil	Verbinden_Ziehen	1	2	1	0	0.5	1	0		0	0	1	1	1	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Tauziehen	Tauziehen	Sportgeraet	1	3	1	0	0.333333333	0	0		0	0	1	1	2	1	0	0	0	1	0	0.4
12052104270329	C27	120521	S25T10	Spielzeug fuer Haustiere	Spielzeug fuer Tiere	Spielzeug	1	1	1	0	1	0	0		0	0	0	1	1	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Zusammehalten	etw. zusammenbinden	Zusammenbinden	1	1	1	0	1	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104270329	C27	120521	S25T10	Sportgeroet	Springseil	Sportgeraet	1	3	1	0	0.333333333	0	0		0	0	1	1	1	0	0	0	0	0	0	0
12052104270330	C27	120521	S25T11	zum Angeln	Angelschnur	Angeln_Fischen	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104270330	C27	120521	S25T11	fuer die Schuhe	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052104270330	C27	120521	S25T11	zum Stoppen einer Blutung	Blut abstauen	Medizin	1	1	1	0	1	1	0		1	1	1	2	2	0	2	0	1	1	0	0.4
12052104270330	C27	120521	S25T11	als Telefon mit Blechdosen	Schnurtelefon	Kommunikation	1	1	1	0	1	0	0		0	0	1	1	0	1	1	0	0	0	0	0.2
12052104270330	C27	120521	S25T11	als Wasserleiter bei unwegsamen Bedingungen	Leitung	-	0	1	0	0	0	0	0		-	-	-	-	-	-	-	-	-	-	-	-
12052104270330	C27	120521	S25T11	als Armverlaengerung	Armverlaengerung	Verlaengerung	1	1	1	0	1	2	0		-	-	1	-	2	0	0	1	0	0	1	0.4
12052104270330	C27	120521	S25T11	fuer die Haaare	Haarband	Schmuck	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104270330	C27	120521	S25T11	als Kamerahalter	Kameraband	Haltevorrichtung	1	1	1	0	1	2	0		-	-	1	-	1	0	0	1	1	0	0	0.4
12052104270330	C27	120521	S25T11	zum Boxen fuer die Haende	Boxbandage	Schutz	1	1	1	0	1	2	0		-	-	1	-	2	1	0	0	0	1	0	0.4
12052104270330	C27	120521	S25T11	als Waffe	Waffe, unspezifisch	Waffe_Jagd	1	1	0	1	1	0	0		-	-	0	-	1	0	0	0	0	0	0	0
12052104280331	C28	120521	S26T02	-	-	-	0	0	0	0	0	0	0		-	-	-	-	-	-	-	-	-	-	-	-
12052104281332	C28	120521	S26T03	Halsband	Tierhalsband	Leine_Kontrolle	1	1	1	0	1	1	0		-	-	1	-	1	1	0	0	0	0	0	0.2
12052104281332	C28	120521	S26T03	Haarband	Haarband	Schmuck	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104281332	C28	120521	S26T03	Guertel	Guertel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	0	1	0	0	1	0	0	1	0.4
12052104281332	C28	120521	S26T03	Haenkel einer Tasche	Traeger	Tragen	1	1	1	0	1	1	0		0	0	0	1	2	0	0	0	0	0	0	0
12052104281332	C28	120521	S26T03	gestrikter Pullover	Strickpullover	Kleidung	1	1	1	0	1	2	0		-	-	1	-	1	0	0	0	0	0	0	0
12052104281332	C28	120521	S26T03	Wascheleine	Waescheleine	Aufhaengen	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104281332	C28	120521	S26T03	Geschenkband	Geschenkband	Dekoration	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104281332	C28	120521	S26T03	Springseil	Springseil	Sportgeraet	1	1	1	0	1	0	0		0	0	1	1	1	0	0	0	0	0	0	0
12052104280333	C28	120521	S26T04	Knoten binden	Knoten	Befestigung	1	1	1	0	1	0	1		0	0	0	0	1	0	0	0	0	0	0	0
12052104280333	C28	120521	S26T04	Waesche aufhaengen	Waescheleine	Aufhaengen	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104280333	C28	120521	S26T04	Menschen fesseln	Fesseln	Leine_Kontrolle	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	1	0	0.2
12052104280333	C28	120521	S26T04	Geschenk verpacken	Geschenkband	Dekoration	1	2	1	0	0.5	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104280333	C28	120521	S26T04	Armband machen	Armband	Schmuck	1	1	1	0	1	0	0		1	0	1	0	1	0	0	0	0	0	0	0
12052104280333	C28	120521	S26T04	flechten	Flechten	Handarbeit	1	3	1	0	0.333333333	1	0		0	0	0	1	1	0	0	0	0	0	0	0
12052104280333	C28	120521	S26T04	stricken	Strickgarn	Handarbeit	1	3	1	0	0.333333333	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104280333	C28	120521	S26T04	Topflappen haekeln	Haekeln	Handarbeit	1	3	1	0	0.333333333	1	0		0	0	0	0	1	0	0	0	0	1	0	0.2
12052104280333	C28	120521	S26T04	Netz binden	Netz (Sport)	Sportgeraet	1	1	1	0	1	1	0		0	0	1	0	1	0	0	0	0	1	0	0.2
12052104280333	C28	120521	S26T04	Seiltanz	Seiltanz	Spiel	1	2	1	0	0.5	2	0		-	-	1	-	2	0	0	1	0	0	0	0.2
12052104280333	C28	120521	S26T04	Jojo basteln	Jojo	Spiel	1	2	1	0	0.5	1	0		1	1	1	1	1	1	1	0	0	1	0	0.4
12052104280333	C28	120521	S26T04	Girlande machen	Girlande	Dekoration	1	2	1	0	0.5	1	0		0	0	0	1	1	0	0	0	0	0	0	0
12052104280333	C28	120521	S26T04	Streich daraus machen (Stolperfalle)	Stolperfalle	Falle	1	1	1	0	1	0	0		1	1	1	1	2	0	0	0	0	0	0	0
12052104280334	C28	120521	S26T05	schnur als spielzeug fuer katzen	Spielzeug fuer Tiere	Spielzeug	1	1	1	0	1	0	0		0	0	0	1	1	0	0	0	0	0	0	0
12052104280334	C28	120521	S26T05	schnuersenkel	Schnuersenkel	Befestigung (Kleidung)	1	1	1	0	1	0	0		0	0	1	1	0	0	0	0	0	0	0	0
12052104280334	C28	120521	S26T05	jojos	Jojo	Spiel	1	1	1	0	1	1	0		1	1	1	1	1	1	1	0	0	1	0	0.4
12052104280334	C28	120521	S26T05	schnur als schmuck (armschmuck)	Armband	Schmuck	1	1	1	0	1	0	0		1	0	1	0	1	0	0	0	0	0	0	0
12052104280334	C28	120521	S26T05	kleidung aus schnur	Kleidung, unspezifisch	Kleidung	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	1	0.2
12052104280335	C28	120521	S26T06	Strickereien wie Handschuhe, Handytaschen oder Schals	Strickgarn	Handarbeit	1	1	1	0	1	0	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104280335	C28	120521	S26T06	Gardinen	Vorhang	Dekoration	1	1	1	0	1	1	0		0	0	0	1	1	0	0	0	0	0	0	0
12052104280335	C28	120521	S26T06	zum Haare binden	Haarband	Schmuck	1	1	1	0	1	0	0		0	0	1	0	1	0	0	0	0	0	0	0
12052104280335	C28	120521	S26T06	Seil	Seil, unspezifisch	Befestigung	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	0	0
12052104280335	C28	120521	S26T06	Strickleiter	Strickleiter	Hochsteigen	1	1	1	0	1	1	0		0	1	1	1	1	1	0	0	0	0	0	0.2
12052104280336	C28	120521	S26T07	etwas zusammen binden	etw. zusammenbinden	Zusammenbinden	1	2	1	0	0.5	0	1		0	0	0	0	0	0	0	0	0	0	0	0
12052104280336	C28	120521	S26T07	Klamotten daraus herstellen	Kleidung, unspezifisch	Kleidung	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	1	0.2
12052104280336	C28	120521	S26T07	sich damit rasieren -> tuerkische Rasur	Haarentfernung	Werkzeug	1	1	1	0	1	1	0		1	1	2	2	2	2	2	0	1	0	0	0.6
12052104280336	C28	120521	S26T07	Seilhuepfen spielen	Springseil	Sportgeraet	1	1	1	0	1	0	0		0	0	1	1	1	0	0	0	0	0	0	0
12052104280336	C28	120521	S26T07	etwas damit verpacken	etw. verpacken	Zusammenbinden	1	2	1	0	0.5	1	0		0	0	0	0	1	0	0	0	0	0	0	0
12052104280336	C28	120521	S26T07	Eine Schleuder bauen	Schleuder	Waffe_Jagd	1	1	1	0	1	1	0		1	1	1	2	1	0	0	0	0	0	0	0
12052104280336	C28	120521	S26T07	Eine Absperrung errichten	Absperrseil	Absperren	1	1	1	0	1	0	0		0	1	1	0	0	0	0	0	0	0	0	0
12052104280336	C28	120521	S26T07	Dspielzaug daraus herstellen	Spielzeug, unspezifisch	Spielzeug	1	1	0	1	1	0	0		-	-	0	-	0	0	0	0	0	0	0	0
