id	SvenTop20R1	SvenTop20R2	SvenTop20R3	AntoniaTop30R1	AntoniaTop30R2	AntoniaTop30R3
12043014130183	0	0	0	0	0	0
12043014130184	0	0	0	0	0	0
12043014130185	0	0	0	0	0	0
12043014140186	0	0	0	0	0	0
12043014141187	0	0	0	0	0	0
12043014140188	0	0	0	0	0	0
12043014140189	0	0	0	0	0	0
12043014140190	0	0	0	0	0	0
12043014140191	0	0	0	0	0	0
12043014140192	0	0	0	0	0	0
12043014140193	0	0	0	0	0	0
12043014140194	0	0	0	0	0	0
12043014141195	0	0	0	0	0	0
12043014140196	0	0	0	0	0	0
12043014140197	0	0	0	0	0	0
12043014141198	0	0	0	0	0	0
12043014140199	0	0	0	0	0	0
12043014140200	0	0	0	0	0	0
12051001150201	0	0	0	1	1	0
12051001150202	0	0	0	0	0	0
12051001150203	0	0	0	1	1	0
12051001150204	0	0	0	0	0	0
12051001151205	0	0	0	1	1	0
12051001151206	0	0	0	0	0	0
12051001150207	1	0	0	0	0	0
12051001150208	0	0	0	1	0	0
12051001150209	1	0	0	0	1	0
12051001150210	0	1	2	2	0	1
12051001160211	1	0	1	1	1	0
12051001160212	0	0	0	1	0	0
12051001161213	1	0	0	0	0	0
12051001160214	0	0	0	1	0	0
12051001160215	1	1	0	2	1	1
12051001160216	1	0	1	1	1	0
12051001161217	2	1	1	1	0	0
12051001160218	0	0	0	1	0	0
12051001160219	1	0	1	2	0	0
12051001160220	0	0	0	0	0	0
12051002170221	0	0	0	0	0	2
12051002171222	1	0	2	1	1	1
12051002170223	1	0	1	1	0	0
12051002170224	0	0	1	2	0	1
12051002171225	0	0	1	0	0	0
12051002170226	1	0	0	1	0	1
12051002170227	0	2	1	1	1	1
12051002170228	0	0	0	2	0	0
12051002170229	0	0	1	1	0	0
12051002170230	0	0	0	1	0	0
12051401180231	0	0	0	0	0	0
12051401180232	0	0	4	0	0	1
12051401181233	0	0	0	1	0	0
12051401180234	0	0	2	1	0	0
12051401180235	1	0	0	1	0	3
12051401180236	0	0	0	1	0	1
12051401180237	0	0	0	0	0	0
12051401181238	3	0	0	0	0	0
12051401180239	0	0	0	0	0	0
12051401180240	0	0	0	0	0	0
12051401190241	1	0	0	1	0	0
12051401190242	0	0	0	0	0	0
12051401190243	1	1	1	0	0	1
12051401191244	0	0	0	0	0	0
12051401191245	0	0	0	1	0	0
12051401190246	0	0	0	0	0	0
12051401190247	0	0	0	0	0	0
12051401190248	0	0	0	2	0	0
12051401190249	0	0	1	1	0	0
12051401190250	2	0	1	0	0	0
12051401200251	1	0	1	3	0	0
12051401200252	0	0	0	1	1	0
12051401200253	0	0	0	0	0	0
12051401200254	1	0	2	0	0	2
12051401200255	1	0	1	1	0	0
12051401201256	0	0	1	0	1	0
12051401200257	2	0	2	1	1	0
12051401200258	0	0	0	0	0	0
12051401201259	0	0	0	1	0	0
12051401200260	0	0	2	2	1	2
12051402210261	0	0	0	1	0	0
12051402210262	0	0	0	1	0	0
12051402210263	0	0	0	0	0	0
12051402210264	1	0	0	0	1	0
12051402210265	0	0	0	0	0	0
12051402210266	0	0	0	1	0	0
12051402211267	1	1	0	1	1	1
12051402211268	0	0	0	0	0	0
12051402210269	0	0	0	1	1	1
12051402210270	0	0	0	0	0	0
12051502221271	1	0	0	0	1	0
12051502220272	0	0	0	1	0	0
12051502220273	2	0	1	1	0	0
12051502220274	0	0	0	1	0	2
12051502220275	0	0	0	0	0	0
12051502220276	0	0	0	0	0	0
12051502220277	0	0	0	0	0	0
12051502220278	0	0	0	1	0	0
12051502220279	0	0	0	0	0	0
12051502221280	0	0	0	1	0	0
12051502230281	1	0	0	0	0	1
12051502230282	0	0	0	1	0	0
12051502230283	2	0	1	0	0	1
12051502230284	1	0	0	0	0	0
12051502231285	0	0	0	0	0	0
12051502230286	0	0	0	1	0	0
12051502230287	1	0	0	1	1	1
12051502230288	1	0	0	1	0	0
12051502231289	1	0	0	1	0	0
12051502230290	0	0	0	1	0	0
12051503240291	0	0	1	0	0	0
12051503240292	0	0	0	0	0	0
12051503240293	0	0	0	1	0	0
12051503240294	1	0	0	1	0	2
12051503240295	0	1	0	0	0	0
12051503240296	2	0	0	1	0	0
12051503240297	0	0	0	1	0	1
12051503241298	0	0	0	2	0	0
12051503241299	0	0	0	0	0	0
12051503240300	0	0	0	1	0	0
12051503250301	0	0	0	0	0	0
12051503250302	1	0	2	1	0	3
12051503250303	1	0	0	1	0	0
12051503250304	0	0	0	0	0	0
12051503250305	0	0	0	0	0	0
12051503251306	1	0	0	1	1	2
12051503250307	0	0	0	1	0	0
12051503251308	1	0	0	0	0	0
12051503250309	1	0	0	0	0	0
12051503250310	0	0	0	1	0	0
12052103260311	0	0	0	1	0	0
12052103260312	0	0	0	0	0	0
12052103260313	0	0	1	0	0	0
12052103261314	0	0	0	1	0	0
12052103260315	1	0	0	0	0	1
12052103260316	0	0	0	0	0	0
12052103260317	0	1	1	1	1	2
12052103261318	0	0	1	1	0	2
12052103260319	1	0	0	2	1	0
12052103260320	0	1	0	1	2	0
12052104270321	0	0	0	1	0	0
12052104271322	1	0	0	0	0	0
12052104270323	0	0	0	0	0	1
12052104270324	0	0	1	2	0	1
12052104270325	0	0	0	1	0	0
12052104270326	0	0	1	1	0	1
12052104270327	1	0	0	0	0	0
12052104271328	0	0	1	0	2	0
12052104270329	1	0	1	1	0	0
12052104270330	0	0	0	0	0	1
12052104280331	0	0	0	0	0	0
12052104281332	0	0	0	1	0	0
12052104280333	0	0	1	1	0	1
12052104280334	0	0	0	2	0	1
12052104280335	1	0	0	1	0	0
12052104280336	1	0	0	1	0	1
12052104281337	0	1	1	0	1	1
12052104280338	1	0	0	1	0	0
12052104280339	0	0	0	0	0	0
12052104280340	1	0	1	1	0	0
12052104290341	0	0	0	0	0	0
12052104290342	0	0	1	1	0	1
12052104290343	0	0	1	1	1	0
12052104291344	0	0	0	1	0	0
12052104291345	0	0	2	1	1	1
12052104290346	0	0	0	1	0	0
12052104290347	2	0	1	1	0	0
12052104290348	2	1	1	1	1	3
12052104290349	2	0	0	1	0	0
12052104290350	1	0	1	0	0	0
12052302300351	0	0	0	0	0	0
12052302300352	0	0	0	1	0	0
12052302301353	1	0	0	0	0	0
12052302300354	0	0	0	0	0	0
12052302300355	1	0	0	0	0	0
12052302300356	1	0	1	1	0	0
12052302301357	0	0	0	1	0	0
12052302300358	1	0	0	1	0	0
12052302300359	1	0	1	1	1	0
12052302300360	0	0	0	1	0	0
12052302311361	2	0	0	1	0	0
12052302310362	0	0	1	1	0	1
12052302310363	1	0	1	1	0	0
12052302311364	0	0	0	1	0	0
12052302310365	0	0	1	1	0	0
12052302310366	1	0	0	0	0	0
12052302310367	0	0	0	1	0	1
12052302310368	0	0	1	1	0	0
12052302310369	0	1	0	1	2	0
12052302310370	0	0	0	1	0	1
12052303321371	1	0	1	2	0	0
12052303320372	1	1	0	1	0	0
12052303320373	0	0	0	1	0	1
12052303320374	0	0	0	1	0	0
12052303320375	2	0	0	1	0	3
12052303320376	0	0	0	0	0	0
12052303320377	0	0	0	0	0	0
12052303320378	2	0	0	1	0	0
12052303321379	0	0	1	2	0	3
12052303320380	0	0	0	1	0	1
12052304331381	0	0	1	0	0	0
12052304330382	1	0	0	0	0	1
12052304330383	0	0	0	1	0	0
12052304330384	0	2	1	2	1	1
12052304330385	0	0	1	1	1	1
12052304330386	0	0	0	1	0	1
12052304330387	0	0	0	0	0	0
12052304330388	1	0	0	1	1	0
12052304330389	1	0	1	0	0	1
12052304331390	1	1	1	0	1	2
12060401340391	1	0	0	1	0	1
12060401340392	0	0	0	0	0	0
12060401341393	0	0	0	0	0	0
12060401340394	0	0	0	1	0	0
12060401340395	0	0	0	0	0	1
12060401340396	0	1	0	1	0	0
12060401341397	0	0	0	0	0	0
12060401340398	0	0	1	1	0	1
12060401340399	1	0	0	0	0	0
12060401340400	0	0	0	1	0	2
12060402350401	0	0	0	1	0	0
12060402350402	0	0	0	1	1	0
12060402351403	0	0	0	2	1	0
12060402351404	0	0	0	1	0	1
12060402350405	0	0	1	1	0	0
12060402350406	0	0	0	2	0	0
12060402350407	1	0	1	1	0	0
12060402350408	0	0	0	1	1	0
12060402350409	0	0	0	1	0	1
12060402350410	0	1	2	1	0	0
12060403361411	0	0	0	0	0	0
12060403361412	2	0	0	0	0	0
12060403360413	0	0	1	1	0	0
12060403360414	1	0	0	1	0	1
12060403360415	0	0	0	0	1	0
12060403360416	0	0	0	0	0	0
12060403360417	0	0	0	1	0	0
12060403360418	0	1	0	0	1	0
12060403360419	1	1	0	1	2	0
12060403360420	0	0	0	1	1	0
12060404370421	0	0	0	0	0	0
12060404370422	1	0	0	1	1	0
12060404371423	0	0	0	1	0	0
12060404370424	0	0	1	1	0	0
12060404370425	1	0	0	1	0	0
12060404371426	2	0	0	0	1	0
12060404370427	1	0	0	1	1	0
12060404370428	0	0	0	0	0	1
12060404370429	0	1	1	0	0	1
12060404370430	0	0	1	1	2	3
12060511380431	0	0	0	0	0	0
12060511380432	0	0	0	0	0	0
12060511380433	0	0	0	0	0	0
12060511381434	0	0	0	0	0	0
12060511380435	0	0	0	0	0	0
12060511380436	0	0	0	0	0	0
12060511380437	0	0	0	0	0	0
12060511380438	0	0	0	0	0	0
12060511381439	0	0	0	0	0	0
12060511380440	0	0	0	0	0	0
12061202391441	0	0	1	1	0	1
12061202390442	1	0	1	0	1	1
12061202390443	0	0	0	0	0	0
12061202390444	1	0	0	1	1	0
12061202390445	1	0	0	1	0	0
12061202400446	0	0	0	0	0	1
12061202401447	1	0	1	1	0	0
12061202400448	0	2	0	3	2	2
12061202401449	0	0	0	1	0	0
12061202400450	0	0	0	0	0	1
12061202400451	0	0	0	0	0	0
12061202400452	0	0	1	1	0	0
12061202400453	0	0	1	0	0	0
12061202400454	0	0	2	1	0	0
12061202400455	1	2	2	1	2	1
12061402410456	1	0	0	0	0	0
12061402411457	0	0	0	1	0	1
12061402410458	0	0	1	1	0	0
12061402410459	1	0	0	1	0	0
12061402410460	0	1	2	1	1	0
12061402410461	0	0	0	0	0	0
12061402410462	0	0	1	1	0	0
12061402410463	0	0	0	0	0	0
12061402411464	0	0	0	1	0	0
12061402410465	2	0	0	4	0	0
12061402421466	1	0	0	1	0	2
12061402421467	1	0	0	1	0	1
12061402420468	0	0	0	1	0	0
12061402420469	0	0	0	0	0	1
12061402420470	0	0	0	2	0	0
12061402420471	0	0	0	1	0	0
12061402420472	0	0	0	1	0	0
12061402420473	0	0	0	0	0	0
12061402420474	1	0	0	2	0	1
12061402420475	0	0	0	1	1	0
12061503431476	1	0	1	0	1	0
12061503430477	0	0	1	0	0	0
12061503430478	0	0	0	0	1	0
12061503430479	2	0	0	0	0	0
12061503430480	0	0	0	1	0	0
12061503430481	1	0	1	2	1	2
12061503431482	0	0	0	1	0	0
12061503430483	0	0	1	1	0	1
12061503430484	1	0	1	2	1	2
12061503430485	0	1	0	1	0	1
12061512441486	0	0	0	0	0	0
12061512440487	0	0	0	0	0	0
12061512440488	0	0	0	0	0	0
12061512441489	0	0	0	0	0	0
12061512440490	0	0	0	0	0	0
12061512440491	0	0	0	0	0	0
12061512440492	0	0	0	0	0	0
12061512440493	0	0	0	0	0	0
12061512440494	0	0	0	0	0	0
12061512441495	0	0	0	0	0	0
12061512440496	0	0	0	0	0	0
12061512440497	0	0	0	0	0	0
12061512440498	0	0	0	0	0	0
12061512440499	0	0	0	0	0	0
12061512440500	0	0	0	0	0	0
12061512441501	0	0	0	0	0	0
12061512440502	0	0	0	0	0	0
12061512440503	0	0	0	0	0	0
12061512440504	0	0	0	0	0	0
12061512440505	0	0	0	0	0	0
12061512450506	0	0	0	0	0	0
12061512450507	0	0	0	0	0	0
12061512450508	0	0	0	0	0	0
12061512450509	0	0	0	0	0	0
12061512450510	0	0	0	0	0	0
12061512451511	0	0	0	0	0	0
12061512451512	0	0	0	0	0	0
12061512450513	0	0	0	0	0	0
12061512450514	0	0	0	0	0	0
12061512450515	0	0	0	0	0	0
12061512450516	0	0	0	0	0	0
12061512450517	0	0	0	0	0	0
12061512450518	0	0	0	0	0	0
12061512450519	0	0	0	0	0	0
12061512450520	0	0	0	0	0	0
12061512450521	0	0	0	0	0	0
12061512451522	0	0	0	0	0	0
12061512451523	0	0	0	0	0	0
12061512450524	0	0	0	0	0	0
12061512450525	0	0	0	0	0	0
12061501460526	0	0	0	1	0	0
12061501460527	0	0	0	1	0	0
12061501461528	1	0	1	0	0	0
12061501460529	1	0	1	1	0	1
12061501460530	0	0	1	1	1	4
12061501460531	2	0	0	1	0	0
12061501460532	0	0	0	1	0	1
12061501461533	1	0	0	1	0	0
12061501460534	1	0	1	2	0	1
12061501460535	0	0	0	1	0	1
12061804470536	0	0	0	1	1	0
12061804471537	0	0	0	1	0	0
12061804470538	1	0	0	1	1	1
12061804470539	0	0	0	0	0	0
12061804470540	0	0	0	0	0	2
12061804470541	0	0	1	1	0	0
12061804470542	0	0	0	1	0	0
12061804470543	0	0	0	0	0	0
12061804470544	0	0	0	1	1	0
12061804471545	1	0	1	0	0	0
12061804480546	0	0	0	1	1	1
12061804480547	0	0	1	1	1	0
12061804480548	0	0	1	1	1	0
12061804480549	1	1	0	1	0	0
12061804480550	1	0	0	0	0	1
12061804481551	1	0	0	1	1	1
12061804481552	1	1	1	1	0	0
12061804480553	1	0	0	2	0	0
12061804480554	0	0	2	1	0	2
12061804480555	1	0	1	4	0	0
12061814491556	0	0	0	0	0	0
12061814490557	0	0	0	0	0	0
12061814490558	0	0	0	0	0	0
12061814491559	0	0	0	0	0	0
12061814490560	0	0	0	0	0	0
12061814490561	0	0	0	0	0	0
12061814490562	0	0	0	0	0	0
12061814490563	0	0	0	0	0	0
12061814490564	0	0	0	0	0	0
12061814490565	0	0	0	0	0	0
12061814491566	0	0	0	0	0	0
12061814490567	0	0	0	0	0	0
12061814490568	0	0	0	0	0	0
12061814490569	0	0	0	0	0	0
12061814490570	0	0	0	0	0	0
12061804500571	0	0	1	0	0	0
12061804500572	0	0	1	1	0	0
12061804500573	0	0	0	0	0	0
12061804500574	1	0	0	0	0	0
12061804500575	0	0	2	1	0	0
12061804501576	1	0	0	2	0	0
12061804500577	0	0	0	0	0	0
12061804501578	0	0	1	1	1	1
12061804500579	0	0	0	1	0	0
12061804500580	0	0	0	2	0	0
12061904511581	1	0	0	1	1	1
12061904510582	0	0	0	0	0	0
12061904510583	0	0	1	1	0	0
12061904510584	0	0	0	0	0	0
12061904510585	0	0	0	1	1	2
12061904511586	2	0	0	1	0	0
12061904510587	0	0	0	0	0	1
12061904510588	0	0	0	1	0	0
12061904510589	0	0	0	0	0	0
12061904510590	0	0	0	0	0	0
12062204520591	0	1	1	1	1	0
12062204520592	0	0	1	1	0	0
12062204520593	1	0	0	2	0	0
12062204521594	0	0	0	0	0	0
12062204520595	0	0	0	1	0	0
12062204521596	1	0	0	1	0	0
12062204520597	0	0	0	0	0	0
12062204520598	1	0	1	1	0	1
12062204520599	1	0	0	1	1	0
12062204520600	0	0	0	1	0	0
12062202531601	0	0	0	0	0	0
12062202530602	0	0	0	0	1	0
12062202530603	0	1	0	1	0	1
12062202530604	0	1	2	2	1	0
12062202530605	0	0	0	1	0	0
12062502540606	1	0	0	1	0	1
12062502540607	0	0	0	1	1	0
12062502540608	0	0	0	1	0	1
12062502540609	1	0	0	1	0	1
12062502541610	0	0	0	0	0	0
12062502540611	0	0	1	1	0	0
12062502541612	1	0	0	1	0	1
12062502540613	0	0	0	1	0	0
12062502540614	0	0	1	1	0	1
12062502540615	0	0	0	0	0	1
12062503550616	0	0	0	1	0	1
12062503551617	1	0	1	1	0	0
12062503550618	0	0	1	1	0	0
12062503550619	0	0	0	0	0	1
12062503550620	1	0	2	1	0	0
12071604560621	0	0	0	0	0	0
12071604560622	0	0	1	1	1	0
12071604560623	1	0	0	0	0	0
12071604561624	0	1	1	1	1	0
12071604560625	0	0	0	1	1	1
12071604560626	0	0	0	0	0	0
12071604561627	0	0	0	0	0	0
12071604560628	0	0	0	1	0	1
12071604560629	0	0	0	1	1	1
12071604560630	1	1	0	1	1	0
12071613570631	0	0	0	0	0	0
12071613571632	0	0	0	0	0	0
12071613570633	0	0	0	0	0	0
12071613570634	0	0	0	0	0	0
12071613570635	0	0	0	0	0	0
12071613570636	0	0	0	0	0	0
12071613571637	0	0	0	0	0	0
12071613570638	0	0	0	0	0	0
12071613570639	0	0	0	0	0	0
12071613571640	0	0	0	0	0	0
12071613570641	0	0	0	0	0	0
12071613570642	0	0	0	0	0	0
12071613570643	0	0	0	0	0	0
12071613570644	0	0	0	0	0	0
12071613570645	0	0	0	0	0	0
12080614580646	0	0	0	0	0	0
12080614581647	0	0	0	0	0	0
12080614580648	0	0	0	0	0	0
12080614580649	0	0	0	0	0	0
12080614580650	0	0	0	0	0	0
12080614580651	0	0	0	0	0	0
12080614581652	0	0	0	0	0	0
12080614581653	0	0	0	0	0	0
12080614580654	0	0	0	0	0	0
12080614580655	0	0	0	0	0	0
12080614580656	0	0	0	0	0	0
12080614580657	0	0	0	0	0	0
12080614580658	0	0	0	0	0	0
12080614580659	0	0	0	0	0	0
12080614580660	0	0	0	0	0	0
12080604590661	0	0	1	1	0	0
12080604591662	0	0	0	1	0	0
12080604590663	0	0	0	1	1	0
12080604590664	1	1	0	1	0	1
12080604590665	1	0	0	2	1	2
12080604590666	0	0	0	0	0	0
12080604590667	1	0	0	1	0	0
12080604590668	2	0	1	1	1	2
12080604590669	1	0	0	1	0	1
12080604591670	0	0	0	1	0	0
12080604590671	0	0	0	0	0	0
12080604590672	1	0	0	0	0	0
12080604591673	0	0	0	0	0	0
12080604590674	0	0	0	0	0	0
12080604590675	0	0	0	1	0	0
12080613600676	0	0	0	0	0	0
12080613600677	0	0	0	0	0	0
12080613600678	0	0	0	0	0	0
12080613600679	0	0	0	0	0	0
12080613601680	0	0	0	0	0	0
12080613600681	0	0	0	0	0	0
12080613601682	0	0	0	0	0	0
12080613600683	0	0	0	0	0	0
12080613600684	0	0	0	0	0	0
12080613601685	0	0	0	0	0	0
12080613600686	0	0	0	0	0	0
12080613600687	0	0	0	0	0	0
12080613600688	0	0	0	0	0	0
12080613600689	0	0	0	0	0	0
12080613600690	0	0	0	0	0	0
12080611611691	0	0	0	0	0	0
12080611610692	0	0	0	0	0	0
12080611610693	0	0	0	0	0	0
12080611610694	0	0	0	0	0	0
12080611610695	0	0	0	0	0	0
12082314620696	0	0	0	0	0	0
12082314620697	0	0	0	0	0	0
12082314620698	0	0	0	0	0	0
12082314620699	0	0	0	0	0	0
12082314620700	0	0	0	0	0	0
12082314621701	0	0	0	0	0	0
12082314621702	0	0	0	0	0	0
12082314620703	0	0	0	0	0	0
12082314620704	0	0	0	0	0	0
12082314620705	0	0	0	0	0	0
12082311630706	0	0	0	0	0	0
12082311630707	0	0	0	0	0	0
12082311631708	0	0	0	0	0	0
12082311630709	0	0	0	0	0	0
12082311631710	0	0	0	0	0	0
12082311630711	0	0	0	0	0	0
12082311630712	0	0	0	0	0	0
12082311630713	0	0	0	0	0	0
12082311630714	0	0	0	0	0	0
12082311630715	0	0	0	0	0	0
12082314640716	0	0	0	0	0	0
12082314640717	0	0	0	0	0	0
12082314641718	0	0	0	0	0	0
12082314640719	0	0	0	0	0	0
12082314640720	0	0	0	0	0	0
12082314640721	0	0	0	0	0	0
12082314640722	0	0	0	0	0	0
12082314641723	0	0	0	0	0	0
12082314640724	0	0	0	0	0	0
12082314640725	0	0	0	0	0	0
12082313650726	0	0	0	0	0	0
12082313650727	0	0	0	0	0	0
12082313650728	0	0	0	0	0	0
12082313651729	0	0	0	0	0	0
12082313650730	0	0	0	0	0	0
12092003661731	1	0	1	2	0	1
12092003660732	1	0	0	0	1	0
12092003660733	1	0	0	0	0	0
12092003660734	1	0	1	1	0	1
12092003660735	1	0	0	2	1	0
12092003660736	1	0	0	0	0	1
12092003660737	0	0	0	0	0	0
12092003660738	0	0	0	0	0	0
12092003661739	0	0	1	0	0	1
12092003660740	0	0	0	1	0	0
12092014670741	0	0	0	0	0	0
12092014670742	0	0	0	0	0	0
12092014670743	0	0	0	0	0	0
12092014671744	0	0	0	0	0	0
12092014670745	0	0	0	0	0	0
12092014670746	0	0	0	0	0	0
12092014671747	0	0	0	0	0	0
12092014670748	0	0	0	0	0	0
12092014670749	0	0	0	0	0	0
12092014670750	0	0	0	0	0	0
12092014670751	0	0	0	0	0	0
12092014670752	0	0	0	0	0	0
12092014670753	0	0	0	0	0	0
12092014671754	0	0	0	0	0	0
12092014670755	0	0	0	0	0	0
12092003680756	1	0	0	1	0	1
12092003681757	0	0	0	2	0	1
12092003681758	0	0	0	1	0	0
12092003680759	0	0	0	1	0	0
12092003681760	0	0	0	1	0	0
12092003680761	0	1	0	0	0	0
12092003680762	0	0	0	0	0	0
12092003680763	0	0	1	1	1	1
12092003680764	0	0	0	0	0	0
12092003680765	0	0	0	0	2	2
12092003680766	0	0	0	1	0	0
12092003680767	1	0	0	1	0	0
12092003680768	2	1	0	1	2	0
12092003680769	0	0	1	1	0	0
12092003680770	1	1	1	1	2	0
12092014691771	0	0	0	0	0	0
12092014690772	0	0	0	0	0	0
