id	SvenTop20R1	SvenTop20R2	SvenTop20R3	AntoniaTop30R1	AntoniaTop30R2	AntoniaTop30R3
12092014690773	0	0	0	0	0	0
12092014691774	0	0	0	0	0	0
12092014690775	0	0	0	0	0	0
12092014690776	0	0	0	0	0	0
12092014690777	0	0	0	0	0	0
12092014690778	0	0	0	0	0	0
12092014690779	0	0	0	0	0	0
12092014690780	0	0	0	0	0	0
12092014691781	0	0	0	0	0	0
12092014690782	0	0	0	0	0	0
12092014690783	0	0	0	0	0	0
12092014690784	0	0	0	0	0	0
12092014690785	0	0	0	0	0	0
12092003700786	1	0	0	1	0	0
12092003700787	3	0	1	1	0	1
12092003700788	1	0	0	0	0	0
12092003701789	1	0	1	1	0	1
12092003700790	1	0	1	1	0	0
12092003701791	0	0	0	0	0	0
12092003700792	0	1	0	1	1	0
12092003700793	0	0	0	0	0	0
12092003701794	1	0	0	1	0	0
12092003700795	0	0	1	1	1	1
12092003700796	0	0	0	0	0	0
12092003700797	0	0	1	0	0	0
12092003700798	0	0	1	1	1	1
12092003700799	1	0	2	1	2	2
12092003700800	0	0	1	1	0	0
12092404711801	1	0	2	1	0	0
12092404710802	0	0	1	1	0	0
12092404710803	1	0	0	1	0	1
12092404710804	0	0	0	0	0	0
12092404710805	0	0	2	1	0	1
12092402721806	0	0	0	1	1	0
12092402720807	0	0	0	0	0	1
12092402720808	0	0	1	0	0	1
12092402720809	0	0	0	1	0	0
12092402720810	0	0	0	0	0	0
12092402720811	0	0	0	2	1	0
12092402720812	1	0	1	1	1	1
12092402721813	0	0	0	1	0	0
12092402720814	1	1	0	1	1	1
12092402720815	0	0	0	0	0	0
12092411730816	0	0	0	0	0	0
12092411730817	0	0	0	0	0	0
12092411731818	0	0	0	0	0	0
12092411731819	0	0	0	0	0	0
12092411730820	0	0	0	0	0	0
12092411730821	0	0	0	0	0	0
12092411730822	0	0	0	0	0	0
12092411730823	0	0	0	0	0	0
12092411730824	0	0	0	0	0	0
12092411730825	0	0	0	0	0	0
12092504741826	1	1	1	2	1	0
12092504740827	1	0	1	0	0	1
12092504740828	1	0	0	1	1	1
12092504741829	1	0	0	1	0	1
12092504740830	1	0	0	0	1	1
12092504740831	0	0	0	1	0	1
12092504740832	0	0	0	1	1	0
12092504740833	0	1	3	1	1	1
12092504740834	0	0	1	1	0	0
12092504740835	0	0	0	0	0	0
12092502750836	1	0	0	1	0	0
12092502750837	0	0	0	1	0	0
12092502750838	0	0	0	1	1	0
12092502750839	0	0	1	0	0	0
12092502751840	0	0	0	1	0	1
12100423761841	0	0	0	0	1	0
12100423760842	0	0	0	0	0	0
12100423760843	0	0	0	0	0	0
12100423760844	0	0	0	0	0	0
12100423761845	0	0	0	0	1	0
12100423760846	0	0	0	0	0	0
12100423760847	0	0	0	0	0	0
12100423760848	0	0	0	0	1	0
12100423760849	0	0	0	0	0	0
12100423760850	0	0	0	0	1	0
12100433771851	1	0	0	1	0	0
12100433770852	0	0	0	1	0	0
12100433770853	0	0	1	1	0	1
12100433770854	0	0	1	0	0	0
12100433771855	1	0	1	1	0	0
12100433770856	2	0	0	0	0	1
12100433770857	0	0	0	1	0	0
12100433770858	0	0	0	0	0	0
12100433770859	1	0	0	2	0	0
12100433770860	0	0	0	0	0	0
12100433780861	1	0	3	3	0	1
12100433781862	0	0	0	0	0	0
12100433780863	0	0	1	0	0	1
12100433780864	0	0	0	0	0	0
12100433780865	0	0	0	0	0	0
12100833790866	1	0	0	1	0	1
12100833790867	0	0	0	1	0	1
12100833791868	0	0	0	1	0	0
12100833790869	0	0	1	0	0	3
12100833790870	0	0	1	0	0	1
12100933800871	1	0	1	1	0	1
12100933800872	0	0	1	2	0	2
12100933800873	0	0	1	1	0	0
12100933800874	1	0	0	0	0	1
12100933801875	1	0	3	2	0	1
12100923810876	0	0	0	0	1	0
12100923810877	0	0	0	0	1	0
12100923810878	0	0	0	0	2	0
12100923811879	0	0	0	0	0	0
12100923810880	0	0	0	0	1	0
12100923820881	0	0	0	0	0	0
12100923820882	0	0	0	0	0	0
12100923821883	0	0	0	0	0	0
12100923821884	0	0	0	0	0	0
12100923820885	0	0	0	0	0	0
12100923820886	0	0	0	0	0	0
12100923820887	0	0	0	0	0	0
12100923820888	0	0	0	0	1	0
12100923820889	0	0	0	0	1	0
12100923820890	0	0	0	0	0	0
12101633830891	0	0	0	1	0	0
12101633830892	0	0	0	0	0	0
12101633830893	0	0	0	1	0	0
12101633831894	0	0	0	0	0	0
12101633831895	0	0	0	0	0	0
12101633830896	0	0	0	0	0	0
12101633830897	0	0	0	1	0	0
12101633830898	0	0	0	0	0	0
12101633830899	1	0	1	1	0	2
12101633830900	0	0	0	0	0	0
12101633840901	0	0	0	0	0	0
12101633840902	0	0	1	2	0	1
12101633841903	1	0	0	2	0	0
12101633840904	0	0	1	1	0	2
12101633840905	0	0	0	0	0	0
12101623851906	0	0	0	0	0	0
12101623850907	0	0	0	0	0	0
12101623850908	0	0	0	0	0	0
12101623850909	0	0	0	0	0	0
12101623851910	0	1	0	0	1	0
12101623850911	0	0	0	0	1	0
12101623850912	0	0	0	0	1	0
12101623850913	0	0	0	0	0	0
12101623850914	0	0	0	0	0	0
12101623850915	0	0	0	0	1	0
12101623850916	0	0	0	0	0	0
12101623850917	0	1	0	0	2	0
12101623850918	0	0	0	0	0	0
12101623850919	0	0	0	0	1	0
12101623851920	0	0	0	0	1	0
12101623861921	0	0	0	0	0	0
12101623860922	0	0	0	0	0	0
12101623860923	0	0	0	0	0	0
12101623860924	0	0	0	0	0	0
12101623860925	0	0	0	0	1	0
12101623860926	0	0	0	0	0	0
12101623860927	0	0	0	0	0	0
12101623861928	0	0	0	0	0	0
12101623860929	0	0	0	0	1	0
12101623860930	0	1	0	0	1	0
12102323871931	0	0	0	0	0	0
12102323871932	0	0	0	0	0	0
12102323870933	0	0	0	0	1	0
12102323870934	0	0	0	0	1	0
12102323870935	0	0	0	0	0	0
12102323870936	0	0	0	0	0	0
12102323870937	0	0	0	0	0	0
12102323870938	0	0	0	0	0	0
12102323870939	0	0	0	0	0	0
12102323870940	0	0	0	0	0	0
12102323880941	0	0	0	0	1	0
12102323881942	0	0	0	0	0	0
12102323880943	0	0	0	0	0	0
12102323880944	0	0	0	0	0	0
12102323880945	0	2	0	0	0	0
12102333890946	1	0	1	0	0	0
12102333890947	0	0	0	1	0	0
12102333891948	0	0	0	1	0	0
12102333891949	1	0	2	1	0	0
12102333890950	0	0	0	1	0	0
12102333890951	0	0	0	1	0	0
12102333890952	0	0	0	1	0	0
12102333890953	1	0	0	1	0	1
12102333890954	0	0	0	1	0	0
12102333890955	1	0	1	1	0	1
12102323901956	0	0	0	0	0	0
12102323900957	0	0	0	0	1	0
12102323900958	0	0	0	0	1	0
12102323900959	0	1	0	0	0	0
12102323900960	0	0	0	0	0	0
12111423911961	0	0	0	0	1	0
12111423910962	0	0	0	0	0	0
12111423910963	0	0	0	0	0	0
12111423910964	0	0	0	0	1	0
12111423910965	0	0	0	0	0	0
12111423910966	0	0	0	0	0	0
12111423910967	0	0	0	0	0	0
12111423910968	0	0	0	0	0	0
12111423911969	0	0	0	0	0	0
12111423910970	0	0	0	0	0	0
12111423920971	0	0	0	0	1	0
12111423920972	0	0	0	0	1	0
12111423920973	0	1	0	0	1	0
12111423921974	0	0	0	0	0	0
12111423921975	0	2	0	0	0	0
12111423920976	0	1	0	0	0	0
12111423920977	0	0	0	0	0	0
12111423920978	0	0	0	0	0	0
12111423920979	0	0	0	0	1	0
12111423920980	0	0	0	0	0	0
12111423930981	0	0	0	0	0	0
12111423930982	0	0	0	0	0	0
12111423930983	0	0	0	0	0	0
12111423931984	0	0	0	0	0	0
12111423930985	0	0	0	0	0	0
12111423930986	0	1	0	0	0	0
12111423930987	0	0	0	0	0	0
12111423930988	0	1	0	0	3	0
12111423930989	0	0	0	0	0	0
12111423931990	0	0	0	0	0	0
12111423941991	0	1	0	0	1	0
12111423940992	0	0	0	0	0	0
12111423940993	0	0	0	0	1	0
12111423940994	0	0	0	0	0	0
12111423940995	0	0	0	0	0	0
12111423940996	0	0	0	0	0	0
12111423941997	0	0	0	0	1	0
12111423940998	0	0	0	0	0	0
12111423940999	0	0	0	0	0	0
121114239401000	0	0	0	0	0	0
121115339501001	0	0	0	1	0	0
121115339501002	0	0	0	0	0	0
121115339501003	1	0	0	2	0	0
121115339511004	0	0	0	0	0	0
121115339511005	1	0	0	0	0	0
121115339501006	1	0	0	1	0	0
121115339501007	1	0	0	0	0	1
121115339501008	0	0	0	1	0	0
121115339501009	0	0	0	0	0	0
121115339501010	0	0	0	1	0	0
121115339601011	0	0	0	1	0	0
121115339601012	1	0	0	1	0	0
121115339601013	1	0	0	0	0	0
121115339601014	0	0	0	0	0	0
121115339601015	1	0	0	1	0	1
121115339601016	0	0	0	1	0	0
121115339601017	0	0	1	1	0	0
121115339601018	0	0	0	1	0	0
121115339611019	0	0	1	1	0	0
121115339611020	0	0	0	0	0	0
121115239701021	0	0	0	0	0	0
121115239701022	0	0	0	0	0	0
121115239701023	0	0	0	0	0	0
121115239711024	0	0	0	0	1	0
121115239701025	0	0	0	0	0	0
121115239701026	0	0	0	0	0	0
121115239701027	0	0	0	0	0	0
121115239701028	0	0	0	0	0	0
121115239711029	0	0	0	0	1	0
121115239701030	0	0	0	0	0	0
121115339801031	2	0	0	1	0	0
121115339801032	0	0	1	1	0	0
121115339801033	0	0	0	1	0	1
121115339801034	0	0	0	1	0	0
121115339811035	1	0	0	2	0	1
121115339801036	0	0	0	1	0	0
121115339801037	0	0	1	1	0	0
121115339801038	0	0	0	1	0	0
121115339811039	0	0	0	0	0	0
121115339801040	0	0	0	1	0	0
121206339901041	0	0	0	0	0	0
121206339901042	0	0	1	1	0	0
121206339911043	0	0	0	0	0	0
121206339901044	2	0	0	2	0	2
121206339901045	0	0	0	0	0	1
121206339901046	0	0	1	0	0	0
121206339911047	0	0	1	0	0	1
121206339901048	1	0	1	1	0	0
121206339901049	0	0	0	0	0	0
121206339901050	0	0	0	0	0	0
1212063310001050	0	0	1	1	0	1
1212063310001050	0	0	1	1	0	1
1212063310011050	0	0	1	0	0	0
1212063310001050	0	0	1	1	0	1
1212063310001050	0	0	1	1	0	1
1212063310101050	0	0	0	1	0	0
1212063310111050	0	0	2	1	0	0
1212063310101050	0	0	0	1	0	0
1212063310101050	0	0	0	1	0	0
1212063310101060	0	0	0	0	0	1
1308154210201060	0	0	0	0	0	0
1308154210211060	0	0	0	0	0	0
1308154210201060	0	0	0	0	0	0
1308154210201060	0	0	0	0	0	0
1308154210201060	0	0	0	0	0	0
1308154210301060	1	0	0	2	1	0
1308154210301060	1	0	0	2	1	0
1308154210301060	1	0	0	2	1	0
1308154210301060	1	0	0	2	1	0
1308154210301070	1	0	1	0	0	1
1308154210301070	1	0	1	0	0	1
1308154210311070	0	0	0	0	0	2
1308154210301070	1	0	1	0	0	1
1308154210311070	0	0	0	0	0	2
1308154210301070	1	0	1	0	0	1
1308154210401070	0	0	0	1	1	0
1308154210411070	1	0	0	2	0	1
1308154210401070	0	0	0	1	1	0
1308154210401070	0	0	0	1	1	0
1308154210401080	0	0	0	1	1	1
1308164210501080	1	0	0	0	0	0
1308164210511080	0	0	0	1	0	1
1308164210501080	1	0	0	0	0	0
1308164210501080	1	0	0	0	0	0
1308164210501080	1	0	0	0	0	0
1308164210501080	1	0	0	0	0	0
1308164210501080	1	0	0	0	0	0
1308164210501080	1	0	0	0	0	0
1308164210501080	1	0	0	0	0	0
1308164210511090	0	0	0	1	0	0
1308164210601090	0	0	0	1	0	0
1308164210601090	0	0	0	1	0	0
1308164210601090	0	0	0	1	0	0
1308164210601090	0	0	0	1	0	0
1308164210611090	0	0	2	1	0	0
1308164210611090	0	0	2	1	0	0
1308164210601090	0	0	0	1	0	0
1308164210601090	0	0	0	1	0	0
1308164210601090	0	0	0	1	0	0
1308164210601100	1	0	0	1	0	0
1308164210701100	0	0	0	1	0	0
1308164210701100	0	0	0	1	0	0
1308164210701100	0	0	0	1	0	0
1308164210711100	0	0	0	1	1	0
1308164210701100	0	0	0	1	0	0
1309114210811100	0	0	1	0	0	0
1309114210801100	1	0	0	0	0	0
1309114210801100	1	0	0	0	0	0
1309114210801100	1	0	0	0	0	0
1309114210801110	1	0	0	0	0	0
1309114210801110	1	0	0	0	0	0
1309114210801110	1	0	0	0	0	0
1309114210801110	1	0	0	0	0	0
1309114210801110	1	0	0	0	0	0
1309114210811110	0	0	0	1	0	0
1309124210901110	0	0	0	1	0	0
1309124210901110	0	0	0	1	0	0
1309124210901110	0	0	0	1	0	0
1309124210901110	0	0	0	1	0	0
1309124210911120	1	0	0	1	0	0
1309124210901120	0	0	1	1	0	0
1309124210901120	0	0	1	1	0	0
1309124210911120	1	0	0	1	0	0
1309124210901120	0	0	1	1	0	0
1309124210901120	0	0	1	1	0	0
1309134211001120	0	0	0	0	0	0
1309134211001120	0	0	0	0	0	0
1309134211011120	1	0	0	1	0	0
1309134211001120	0	0	0	0	0	0
1309134211001130	0	0	0	1	0	0
1309134211001130	0	0	0	1	0	0
1309134211001130	0	0	0	1	0	0
1309134211001130	0	0	0	1	0	0
1309134211001130	0	0	0	1	0	0
1309134211011130	2	0	0	0	0	0
1310155111111130	0	0	0	1	0	1
1310155111101130	1	1	0	2	1	0
1310155111101130	1	1	0	2	1	0
1310155111101130	1	1	0	2	1	0
1310155111101140	1	0	1	1	0	0
1310155111101140	1	0	1	1	0	0
1310155111101140	1	0	1	1	0	0
1310155111101140	1	0	1	1	0	0
1310155111111140	0	0	0	0	0	0
1310155111101140	1	0	1	1	0	0
1310165111211140	0	0	0	1	0	0
1310165111211140	0	0	0	1	0	0
1310165111201140	1	0	2	0	0	2
1310165111201140	1	0	2	0	0	2
1310165111201150	1	1	1	2	1	1
1310165111201150	1	1	1	2	1	1
1310165111201150	1	1	1	2	1	1
1310165111201150	1	1	1	2	1	1
1310165111201150	1	1	1	2	1	1
1310165111201150	1	1	1	2	1	1
1310165111301150	0	0	0	1	0	0
1310165111301150	0	0	0	1	0	0
1310165111301150	0	0	0	1	0	0
1310165111301150	0	0	0	1	0	0
1310165111301160	0	0	0	1	0	0
1310165111301160	0	0	0	1	0	0
1310165111311160	0	0	0	1	0	0
1310165111311160	0	0	0	1	0	0
1310165111301160	0	0	0	1	0	0
1310165111301160	0	0	0	1	0	0
1310255111401160	1	2	0	0	1	2
1310255111401160	1	2	0	0	1	2
1310255111401160	1	2	0	0	1	2
1310255111401160	1	2	0	0	1	2
1310255111401170	1	0	0	1	0	0
1310255111401170	1	0	0	1	0	0
1310255111411170	0	0	0	0	0	0
1310255111401170	1	0	0	1	0	0
1310255111401170	1	0	0	1	0	0
1310255111411170	0	0	0	0	0	0
1310255111501170	0	1	0	1	2	0
1310255111501170	0	1	0	1	2	0
1310255111511170	0	0	0	1	0	0
1310255111501170	0	1	0	1	2	0
1310255111501180	0	0	0	0	0	1
1310255111501180	0	0	0	0	0	1
1310255111501180	0	0	0	0	0	1
1310255111511180	0	0	0	0	0	0
1310255111501180	0	0	0	0	0	1
1310255111501180	0	0	0	0	0	1
1310255111611180	0	0	0	1	0	0
1310255111601180	1	0	0	1	0	1
1310255111601180	1	0	0	1	0	1
1310255111601180	1	0	0	1	0	1
1310255111601190	0	0	1	1	0	0
1310255111601190	0	0	1	1	0	0
1310255111601190	0	0	1	1	0	0
1310255111611190	0	0	0	1	0	0
1310255111601190	0	0	1	1	0	0
1310255111601190	0	0	1	1	0	0
1311046211711190	0	0	0	0	0	0
1311046211701190	0	0	0	0	0	0
1311046211701190	0	0	0	0	0	0
1311046211701190	0	0	0	0	0	0
1311046211711200	0	0	0	0	0	0
1311046211701200	0	0	0	0	0	0
1311046211701200	0	0	0	0	0	0
1311046211701200	0	0	0	0	0	0
1311046211711200	0	0	0	0	0	0
1311046211701200	0	0	0	0	0	0
1311046211701200	0	0	0	0	0	0
1311046211701200	0	0	0	0	0	0
1311046211701200	0	0	0	0	0	0
1311046211701200	0	0	0	0	0	0
1311046211701210	0	0	0	0	0	0
1311046211701210	0	0	0	0	0	0
1311046211701210	0	0	0	0	0	0
1311046211701210	0	0	0	0	0	0
1311046211711210	0	0	0	0	0	0
1311046211701210	0	0	0	0	0	0
1311046211801210	0	0	0	0	0	0
1311046211801210	0	0	0	0	0	0
1311046211801210	0	0	0	0	0	0
1311046211801210	0	0	0	0	0	0
1311046211801220	0	0	0	0	0	0
1311046211801220	0	0	0	0	0	0
1311046211811220	0	0	0	0	0	0
1311046211811220	0	0	0	0	0	0
1311046211801220	0	0	0	0	0	0
1311046211811220	0	0	0	0	0	0
1311046211801220	0	0	0	0	0	0
1311046211801220	0	0	0	0	0	0
1311046211801220	0	0	0	0	0	0
1311046211801220	0	0	0	0	0	0
1311046211801230	0	0	0	0	0	0
1311046211801230	0	0	0	0	0	0
1311046211811230	0	0	0	0	0	0
1311046211801230	0	0	0	0	0	0
1311046211801230	0	0	0	0	0	0
1311046211801230	0	0	0	0	0	0
1311046211901230	0	0	0	0	0	0
1311046211901230	0	0	0	0	0	0
1311046211901230	0	0	0	0	0	0
1311046211901230	0	0	0	0	0	0
1311046211911240	0	0	0	0	0	0
1311046211901240	0	0	0	0	0	0
1311046211901240	0	0	0	0	0	0
1311046211901240	0	0	0	0	0	0
1311046211901240	0	0	0	0	0	0
1311046211901240	0	0	0	0	0	0
1311046211901240	0	0	0	0	0	0
1311046211911240	0	0	0	0	0	0
1311046211901240	0	0	0	0	0	0
1311046211911240	0	0	0	0	0	0
1311046211901250	0	0	0	0	0	0
1311046211901250	0	0	0	0	0	0
1311046211901250	0	0	0	0	0	0
1311046211901250	0	0	0	0	0	0
1311046211901250	0	0	0	0	0	0
1311046211911250	0	0	0	0	0	0
1311054212001250	0	0	1	0	0	0
1311054212001250	0	0	1	0	0	0
1311054212001250	0	0	1	0	0	0
1311054212001250	0	0	1	0	0	0
1311054212001260	0	1	0	1	0	1
1311054212001260	0	1	0	1	0	1
1311054212011260	1	0	0	1	0	0
1311054212001260	0	1	0	1	0	1
1311054212011260	1	0	0	1	0	0
1311054212001260	0	1	0	1	0	1
1311056212101260	0	0	0	0	0	0
1311056212101260	0	0	0	0	0	0
1311056212101260	0	0	0	0	0	0
1311056212101260	0	0	0	0	0	0
1311056212101270	0	0	0	0	0	0
1311056212101270	0	0	0	0	0	0
1311056212111270	0	0	0	0	0	0
1311056212101270	0	0	0	0	0	0
1311056212101270	0	0	0	0	0	0
1311056212111270	0	0	0	0	0	0
1311056212101270	0	0	0	0	0	0
1311056212101270	0	0	0	0	0	0
1311056212101270	0	0	0	0	0	0
1311056212101270	0	0	0	0	0	0
1311056212101280	0	0	0	0	0	0
1311056212101280	0	0	0	0	0	0
1311056212101280	0	0	0	0	0	0
1311056212111280	0	0	0	0	0	0
1311056212101280	0	0	0	0	0	0
1311056212111280	0	0	0	0	0	0
1312034212201280	1	0	0	1	1	1
1312034212211280	0	0	0	0	0	0
1312034212201280	1	0	0	1	1	1
1312034212201280	1	0	0	1	1	1
1312034212211290	0	1	1	1	1	0
1312034212201290	1	0	0	0	0	1
1312034212201290	1	0	0	0	0	1
1312034212201290	1	0	0	0	0	1
1312034212201290	1	0	0	0	0	1
1312034212201290	1	0	0	0	0	1
1312035112301290	0	0	1	0	0	0
1312035112301290	0	0	1	0	0	0
1312035112301290	0	0	1	0	0	0
1312035112311290	0	0	0	1	0	1
1312035112301300	0	0	0	1	0	0
1312035112301300	0	0	0	1	0	0
1312035112301300	0	0	0	1	0	0
1312035112301300	0	0	0	1	0	0
1312035112301300	0	0	0	1	0	0
1312035112311300	0	0	0	2	0	0
1312095112401300	0	0	0	1	0	0
1312095112401300	0	0	0	1	0	0
1312095112401300	0	0	0	1	0	0
1312095112401300	0	0	0	1	0	0
1312095112401310	0	1	0	1	0	1
1312095112411310	0	0	2	1	0	0
1312095112401310	0	1	0	1	0	1
1312095112401310	0	1	0	1	0	1
1312095112411310	0	0	2	1	0	0
1312095112401310	0	1	0	1	0	1
1312094212511310	0	0	0	1	0	0
1312094212501310	1	0	1	0	0	1
1312094212501310	1	0	1	0	0	1
1312094212501310	1	0	1	0	0	1
1312094212501320	0	0	0	0	0	0
1312094212511320	0	0	1	0	0	0
1312094212501320	0	0	0	0	0	0
1312094212501320	0	0	0	0	0	0
1312094212501320	0	0	0	0	0	0
1312094212501320	0	0	0	0	0	0
1312094212601320	1	0	0	1	0	1
1312094212601320	1	0	0	1	0	1
1312094212601320	1	0	0	1	0	1
1312094212601320	1	0	0	1	0	1
1312094212601330	1	0	0	1	2	0
1312094212601330	1	0	0	1	2	0
1312094212601330	1	0	0	1	2	0
1312094212611330	1	0	0	1	0	1
1312094212601330	1	0	0	1	2	0
1312094212611330	1	0	0	1	0	1
1312095112701330	1	0	0	1	0	1
1312095112701330	1	0	0	1	0	1
1312095112701330	1	0	0	1	0	1
1312095112701330	1	0	0	1	0	1
1312095112701340	1	0	1	0	1	0
1312095112711340	0	0	0	1	0	0
1312095112701340	1	0	1	0	1	0
1312095112711340	0	0	0	1	0	0
1312095112701340	1	0	1	0	1	0
1312095112701340	1	0	1	0	1	0
